,league_id,season_id,fixture_id,localteam_id,visitorteam_id,team_id,time.starting_at.date,localTeam.data.name,visitorTeam.data.name,scores.localteam_score,scores.visitorteam_score,aggregate_id,attacks.attacks,attacks.dangerous_attacks,attendance,coaches.localteam_coach_id,coaches.visitorteam_coach_id,commentaries,corners,deleted,formations.localteam_formation,formations.visitorteam_formation,fouls,free_kick,goal_kick,localTeam.data.country_id,localTeam.data.founded,localTeam.data.id,localTeam.data.legacy_id,localTeam.data.logo_path,localTeam.data.national_team,localTeam.data.twitter,localTeam.data.venue_id,offsides,passes,pitch,possessiontime,redcards,referee_id,round_id,saves,scores.et_score,scores.ft_score,scores.ht_score,scores.localteam_pen_score,scores.visitorteam_pen_score,shots.blocked,shots.insidebox,shots.offgoal,shots.ongoal,shots.outsidebox,shots.total,stage_id,standings.localteam_position,standings.visitorteam_position,stats_available,substitutions,throw_in,time.extra_minute,time.injury_time,time.minute,time.starting_at.date_time,time.starting_at.time,time.starting_at.timestamp,time.starting_at.timezone,time.status,venue_id,visitorTeam.data.country_id,visitorTeam.data.founded,visitorTeam.data.id,visitorTeam.data.legacy_id,visitorTeam.data.logo_path,visitorTeam.data.national_team,visitorTeam.data.twitter,visitorTeam.data.venue_id,weather_report,weather_report.clouds,weather_report.code,weather_report.humidity,weather_report.icon,weather_report.temperature.temp,weather_report.temperature.unit,weather_report.type,weather_report.wind.degree,weather_report.wind.speed,winning_odds_calculated,yellowcards
3988,74,201,93744,822,1433,,2016-10-21,FC Dordrecht,Almere City,1,4,,,,,,,False,,False,,,,,,38,1990,822,18,https://cdn.sportmonks.com/images/soccer/teams/22/822.png,False,,279,,,,,,,8581,,,1-4,1-2,,,,,,,,,485,,,0,,,,,90,2016-10-21 18:00:00,18:00:00,1477072800,UTC,FT,279,38,1932,1433,28,https://cdn.sportmonks.com/images/soccer/teams/25/1433.png,False,,655,,,,,,,,,,,False,
3989,74,201,93754,2379,2385,,2016-10-21,VVV-Venlo,FC Den Bosch,3,1,,,,,,,False,,False,,,,,,38,1954,2379,26,https://cdn.sportmonks.com/images/soccer/teams/11/2379.png,False,@vvvvenlo,1429,,,,,,,8581,,,3-1,2-1,,,,,,,,,485,,,0,,,,,90,2016-10-21 18:00:00,18:00:00,1477072800,UTC,FT,1429,38,1964,2385,30,https://cdn.sportmonks.com/images/soccer/teams/17/2385.png,False,,158946,,,,,,,,,,,False,
3990,74,201,93765,637,1459,,2016-10-21,NAC Breda,Fortuna Sittard,3,1,,,,,,,False,,False,,,,,,38,1912,637,17,https://cdn.sportmonks.com/images/soccer/teams/29/637.png,False,@NACnl,158,,,,,,,8581,,,3-1,2-0,,,,,,,,,485,,,0,,,,,90,2016-10-21 18:00:00,18:00:00,1477072800,UTC,FT,158,38,1968,1459,34,https://cdn.sportmonks.com/images/soccer/teams/19/1459.png,False,,685,,,,,,,,,,,False,
3991,74,201,93776,2755,1731,,2016-10-21,Jong Utrecht,MVV Maastricht,1,2,,,,,,,False,,False,,,,,,38,0,2755,7466,https://cdn.sportmonks.com/images/soccer/teams/3/2755.png,False,,31,,,,,,,8581,,,1-2,0-1,,,,,,,,,485,,,0,,,,,90,2016-10-21 18:00:00,18:00:00,1477072800,UTC,FT,1976,38,1902,1731,36,https://cdn.sportmonks.com/images/soccer/teams/3/1731.png,False,,864,,,,,,,,,,,False,
3992,74,201,93786,1073,2460,,2016-10-21,Graafschap,Helmond Sport,2,4,,,,,,,False,,False,,,,,,38,1954,1073,25,https://cdn.sportmonks.com/images/soccer/teams/17/1073.png,False,,416,,,,,,,8581,,,2-4,1-4,,,,,,,,,485,,,0,,,,,90,2016-10-21 18:00:00,18:00:00,1477072800,UTC,FT,416,38,1967,2460,37,https://cdn.sportmonks.com/images/soccer/teams/28/2460.png,False,,1474,,,,,,,,,,,False,
3993,74,201,93798,1435,2360,,2016-10-21,SC Cambuur,FC Oss,4,2,,,,,,,False,,False,,,,,,38,1964,1435,9,https://cdn.sportmonks.com/images/soccer/teams/27/1435.png,False,,660,,,,,,,8581,,,4-2,2-2,,,,,,,,,485,,,0,,,,,90,2016-10-21 18:15:00,18:15:00,1477073700,UTC,FT,660,38,1928,2360,29,https://cdn.sportmonks.com/images/soccer/teams/24/2360.png,False,,1420,,,,,,,,,,,False,
3994,74,201,93808,1731,2396,,2016-10-28,MVV Maastricht,FC Volendam,1,2,,,,,,,False,,False,,,,,,38,1902,1731,36,https://cdn.sportmonks.com/images/soccer/teams/3/1731.png,False,,864,,,,,,,8591,,,1-2,0-1,,,,,,,,,485,,,0,,,,,90,2016-10-28 18:00:00,18:00:00,1477677600,UTC,FT,864,38,1920,2396,22,https://cdn.sportmonks.com/images/soccer/teams/28/2396.png,False,,1437,,,,,,,,,,,False,
3995,74,201,93817,2385,2755,,2016-10-28,FC Den Bosch,Jong Utrecht,1,0,,,,,,,False,,False,,,,,,38,1964,2385,30,https://cdn.sportmonks.com/images/soccer/teams/17/2385.png,False,,158946,,,,,,,8591,,,1-0,0-0,,,,,,,,,485,,,0,,,,,90,2016-10-28 18:00:00,18:00:00,1477677600,UTC,FT,1432,38,0,2755,7466,https://cdn.sportmonks.com/images/soccer/teams/3/2755.png,False,,31,,,,,,,,,,,False,
3996,74,201,93828,1433,2460,,2016-10-28,Almere City,Helmond Sport,1,0,,,,,,,False,,False,,,,,,38,1932,1433,28,https://cdn.sportmonks.com/images/soccer/teams/25/1433.png,False,,655,,,,,,,8591,,,1-0,0-0,,,,,,,,,485,,,0,,,,,90,2016-10-28 18:00:00,18:00:00,1477677600,UTC,FT,655,38,1967,2460,37,https://cdn.sportmonks.com/images/soccer/teams/28/2460.png,False,,1474,,,,,,,,,,,False,
3997,74,201,93837,2360,637,,2016-10-28,FC Oss,NAC Breda,3,4,,,,,,,False,,False,,,,,,38,1928,2360,29,https://cdn.sportmonks.com/images/soccer/teams/24/2360.png,False,,1420,,,,,,,8591,,,3-4,1-2,,,,,,,,,485,,,0,,,,,90,2016-10-28 18:00:00,18:00:00,1477677600,UTC,FT,1420,38,1912,637,17,https://cdn.sportmonks.com/images/soccer/teams/29/637.png,False,@NACnl,158,,,,,,,,,,,False,
3998,74,201,93847,1550,2971,,2016-10-28,Telstar,Jong PSV,0,0,,,,,,,False,,False,,,,,,38,1912,1550,35,https://cdn.sportmonks.com/images/soccer/teams/14/1550.png,False,,741,,,,,,,8591,,,0-0,0-0,,,,,,,,,485,,,0,,,,,90,2016-10-28 18:00:00,18:00:00,1477677600,UTC,FT,741,38,0,2971,31,https://cdn.sportmonks.com/images/soccer/teams/27/2971.png,False,,1745,,,,,,,,,,,False,
3999,74,201,93857,2397,1073,,2016-10-28,Achilles '29,Graafschap,0,0,,,,,,,False,,False,,,,,,38,1929,2397,33,https://cdn.sportmonks.com/images/soccer/teams/29/2397.png,False,,1443,,,,,,,8591,,,0-0,0-0,,,,,,,,,485,,,0,,,,,90,2016-10-28 18:00:00,18:00:00,1477677600,UTC,FT,1443,38,1954,1073,25,https://cdn.sportmonks.com/images/soccer/teams/17/1073.png,False,,416,,,,,,,,,,,False,
4000,74,201,93867,1459,814,,2016-10-30,Fortuna Sittard,RKC Waalwijk,0,1,,,,,,,False,,False,,,,,,38,1968,1459,34,https://cdn.sportmonks.com/images/soccer/teams/19/1459.png,False,,685,,,,,,,8591,,,0-1,0-1,,,,,,,,,485,,,0,,,,,90,2016-10-30 13:30:00,13:30:00,1477834200,UTC,FT,685,38,1940,814,38,https://cdn.sportmonks.com/images/soccer/teams/14/814.png,False,,275,,,,,,,,,,,False,
4001,74,201,93876,320,1435,,2016-10-30,FC Eindhoven,SC Cambuur,2,0,,,,,,,False,,False,,,,,,38,1909,320,21,https://cdn.sportmonks.com/images/soccer/teams/0/320.png,False,,1942,,,,,,,8591,,,2-0,1-0,,,,,,,,,485,,,0,,,,,90,2016-10-30 13:30:00,13:30:00,1477834200,UTC,FT,1942,38,1964,1435,9,https://cdn.sportmonks.com/images/soccer/teams/27/1435.png,False,,660,,,,,,,,,,,False,
4002,74,201,93885,2475,822,,2016-10-30,FC Emmen,FC Dordrecht,2,1,,,,,,,False,,False,,,,,,38,1985,2475,23,https://cdn.sportmonks.com/images/soccer/teams/11/2475.png,False,,1483,,,,,,,8591,,,2-1,0-1,,,,,,,,,485,,,0,,,,,90,2016-10-30 13:30:00,13:30:00,1477834200,UTC,FT,1483,38,1990,822,18,https://cdn.sportmonks.com/images/soccer/teams/22/822.png,False,,279,,,,,,,,,,,False,
4003,74,201,93896,2783,2379,,2016-10-31,Jong Ajax,VVV-Venlo,0,4,,,,,,,False,,False,,,,,,38,0,2783,27,https://cdn.sportmonks.com/images/soccer/teams/31/2783.png,False,,1470,,,,,,,8591,,,0-4,0-3,,,,,,,,,485,,,0,,,,,90,2016-10-31 19:00:00,19:00:00,1477940400,UTC,FT,1470,38,1954,2379,26,https://cdn.sportmonks.com/images/soccer/teams/11/2379.png,False,@vvvvenlo,1429,,,,,,,,,,,False,
