,league_id,season_id,fixture_id,localteam_id,visitorteam_id,team_id,time.starting_at.date,localTeam.data.name,visitorTeam.data.name,scores.localteam_score,scores.visitorteam_score,aggregate_id,attacks,attacks.attacks,attacks.dangerous_attacks,attendance,coaches.localteam_coach_id,coaches.visitorteam_coach_id,commentaries,corners,deleted,formations.localteam_formation,formations.visitorteam_formation,fouls,free_kick,goal_kick,localTeam.data.country_id,localTeam.data.founded,localTeam.data.id,localTeam.data.legacy_id,localTeam.data.logo_path,localTeam.data.national_team,localTeam.data.twitter,localTeam.data.venue_id,offsides,passes,pitch,possessiontime,redcards,referee_id,round_id,saves,scores.et_score,scores.ft_score,scores.ht_score,scores.localteam_pen_score,scores.visitorteam_pen_score,shots,shots.blocked,shots.insidebox,shots.offgoal,shots.ongoal,shots.outsidebox,shots.total,stage_id,standings.localteam_position,standings.visitorteam_position,stats_available,substitutions,throw_in,time.extra_minute,time.injury_time,time.minute,time.starting_at.date_time,time.starting_at.time,time.starting_at.timestamp,time.starting_at.timezone,time.status,venue_id,visitorTeam.data.country_id,visitorTeam.data.founded,visitorTeam.data.id,visitorTeam.data.legacy_id,visitorTeam.data.logo_path,visitorTeam.data.national_team,visitorTeam.data.twitter,visitorTeam.data.venue_id,weather_report,winning_odds_calculated,yellowcards
1819,292,1364,249045,1666,6901,,2014-09-22,Inter Turku,Honka,2,2,,,,,,,,False,,False,,,,,,1233,1990,1666,1100,https://cdn.sportmonks.com/images/soccer/teams/2/1666.png,False,,813,,,,,,,37596,,,2-2,2-1,,,,,,,,,,2266,,,0,,,,,90,2014-09-22 15:30:00,15:30:00,1411399800,UTC,FT,5915,1233,1957,6901,1939,https://cdn.sportmonks.com/images/soccer/teams/21/6901.png,False,,4514,,False,
1820,292,1364,249056,6322,7566,,2014-09-22,RoPS,Jaro,0,1,,,,,,,,False,,False,,,,,,1233,1950,6322,1106,https://cdn.sportmonks.com/images/soccer/teams/18/6322.png,False,,4090,,,,,,,37596,,,0-1,0-1,,,,,,,,,,2266,,,0,,,,,90,2014-09-22 15:30:00,15:30:00,1411399800,UTC,FT,5944,1233,1965,7566,1102,https://cdn.sportmonks.com/images/soccer/teams/14/7566.png,False,,4918,,False,
1821,292,1364,249066,4323,3420,,2014-09-22,KuPS,Lahti,1,1,,,,,,,,False,,False,,,,,,1233,1923,4323,1099,https://cdn.sportmonks.com/images/soccer/teams/3/4323.png,False,,2556,,,,,,,37596,,,1-1,0-0,,,,,,,,,,2266,,,0,,,,,90,2014-09-22 15:30:00,15:30:00,1411399800,UTC,FT,2556,1233,1996,3420,1104,https://cdn.sportmonks.com/images/soccer/teams/28/3420.png,False,,1996,,False,
1822,292,1364,249076,1858,724,,2014-09-28,TPS,HJK,1,4,,,,,,,,False,,False,,,,,,1233,1922,1858,1115,https://cdn.sportmonks.com/images/soccer/teams/2/1858.png,False,,961,,,,,,,37606,,,1-4,0-1,,,,,,,,,,2266,,,0,,,,,90,2014-09-28 14:00:00,14:00:00,1411912800,UTC,FT,5915,1233,1907,724,145,https://cdn.sportmonks.com/images/soccer/teams/20/724.png,False,,45583,,False,
1823,292,1364,249089,6322,8996,,2014-09-28,RoPS,MYPA,0,0,,,,,,,,False,,False,,,,,,1233,1950,6322,1106,https://cdn.sportmonks.com/images/soccer/teams/18/6322.png,False,,4090,,,,,,,37606,,,0-0,0-0,,,,,,,,,,2266,,,0,,,,,90,2014-09-28 14:00:00,14:00:00,1411912800,UTC,FT,5944,1233,1947,8996,1912,https://cdn.sportmonks.com/images/soccer/teams/4/8996.png,False,,5863,,False,
1824,292,1364,249095,850,4323,,2014-09-28,Mariehamn,KuPS,3,1,,,,,,,,False,,False,,,,,,1233,1935,850,1103,https://cdn.sportmonks.com/images/soccer/teams/18/850.png,False,,139212,,,,,,,37606,,,3-1,2-0,,,,,,,,,,2266,,,0,,,,,90,2014-09-28 14:00:00,14:00:00,1411912800,UTC,FT,296,1233,1923,4323,1099,https://cdn.sportmonks.com/images/soccer/teams/3/4323.png,False,,2556,,False,
1825,292,1364,249106,1840,1666,,2014-09-28,VPS,Inter Turku,1,0,,,,,,,,False,,False,,,,,,1233,1924,1840,1097,https://cdn.sportmonks.com/images/soccer/teams/16/1840.png,False,,952,,,,,,,37606,,,1-0,0-0,,,,,,,,,,2266,,,0,,,,,90,2014-09-28 14:00:00,14:00:00,1411912800,UTC,FT,5919,1233,1990,1666,1100,https://cdn.sportmonks.com/images/soccer/teams/2/1666.png,False,,813,,False,
1826,292,1364,249117,6901,826,,2014-09-28,Honka,SJK,1,1,,,,,,,,False,,False,,,,,,1233,1957,6901,1939,https://cdn.sportmonks.com/images/soccer/teams/21/6901.png,False,,4514,,,,,,,37606,,,1-1,0-0,,,,,,,,,,2266,,,0,,,,,90,2014-09-28 14:00:00,14:00:00,1411912800,UTC,FT,5909,1233,0,826,1101,https://cdn.sportmonks.com/images/soccer/teams/26/826.png,False,,282,,False,
1827,292,1364,249127,7566,3420,,2014-09-28,Jaro,Lahti,0,4,,,,,,,,False,,False,,,,,,1233,1965,7566,1102,https://cdn.sportmonks.com/images/soccer/teams/14/7566.png,False,,4918,,,,,,,37606,,,0-4,0-3,,,,,,,,,,2266,,,0,,,,,90,2014-09-28 14:00:00,14:00:00,1411912800,UTC,FT,5925,1233,1996,3420,1104,https://cdn.sportmonks.com/images/soccer/teams/28/3420.png,False,,1996,,False,
1828,292,1364,249143,826,1840,,2014-10-05,SJK,VPS,0,3,,,,,,,,False,,False,,,,,,1233,0,826,1101,https://cdn.sportmonks.com/images/soccer/teams/26/826.png,False,,282,,,,,,,37615,,,0-3,0-2,,,,,,,,,,2266,,,0,,,,,90,2014-10-05 11:00:00,11:00:00,1412506800,UTC,FT,282,1233,1924,1840,1097,https://cdn.sportmonks.com/images/soccer/teams/16/1840.png,False,,952,,False,
