,league_id,season_id,fixture_id,localteam_id,visitorteam_id,team_id,time.starting_at.date,localTeam.data.name,visitorTeam.data.name,scores.localteam_score,scores.visitorteam_score,aggregate_id,attacks.attacks,attacks.dangerous_attacks,attendance,coaches.localteam_coach_id,coaches.visitorteam_coach_id,commentaries,corners,deleted,formations.localteam_formation,formations.visitorteam_formation,fouls,free_kick,goal_kick,localTeam.data.country_id,localTeam.data.founded,localTeam.data.id,localTeam.data.legacy_id,localTeam.data.logo_path,localTeam.data.national_team,localTeam.data.twitter,localTeam.data.venue_id,offsides,passes,pitch,possessiontime,redcards,referee_id,round_id,saves,scores.et_score,scores.ft_score,scores.ht_score,scores.localteam_pen_score,scores.visitorteam_pen_score,shots,shots.blocked,shots.insidebox,shots.offgoal,shots.ongoal,shots.outsidebox,shots.total,stage_id,standings.localteam_position,standings.visitorteam_position,stats_available,substitutions,throw_in,time.extra_minute,time.injury_time,time.minute,time.starting_at.date_time,time.starting_at.time,time.starting_at.timestamp,time.starting_at.timezone,time.status,venue_id,visitorTeam.data.country_id,visitorTeam.data.founded,visitorTeam.data.id,visitorTeam.data.legacy_id,visitorTeam.data.logo_path,visitorTeam.data.national_team,visitorTeam.data.twitter,visitorTeam.data.venue_id,weather_report,weather_report.clouds,weather_report.code,weather_report.humidity,weather_report.icon,weather_report.temperature.temp,weather_report.temperature.unit,weather_report.type,weather_report.wind.degree,weather_report.wind.speed,winning_odds_calculated,yellowcards
0,651,2281,465341,2925,12157,,2005-10-21,Grêmio,Náutico,1,0,,,,,,,False,,False,,,,,,5,1903,2925,1129,https://cdn.sportmonks.com/images/soccer/teams/13/2925.png,False,,1718,,,,,,,62133,,,1-0,,,,,,,,,,,3748,,,0,,,,,90,2005-10-21 22:00:00,22:00:00,1129932000,UTC,FT,1,5,1901,12157,1239,https://cdn.sportmonks.com/images/soccer/teams/29/12157.png,False,,8282,,,,,,,,,,,False,
1,651,2281,465342,9266,31215,,2005-10-21,Portuguesa,Santa Cruz,4,1,,,,,,,False,,False,,,,,,5,1920,9266,794,https://cdn.sportmonks.com/images/soccer/teams/18/9266.png,False,,172,,,,,,,62133,,,4-1,,,,,,,,,,,3748,,,0,,,,,90,2005-10-21 22:00:00,22:00:00,1129932000,UTC,FT,1,5,1914,31215,3184,https://cdn.sportmonks.com/images/soccer/teams/15/31215.png,False,,10554,,,,,,,,,,,False,
2,651,2281,465343,12157,9266,,2005-10-28,Náutico,Portuguesa,4,1,,,,,,,False,,False,,,,,,5,1901,12157,1239,https://cdn.sportmonks.com/images/soccer/teams/29/12157.png,False,,8282,,,,,,,62134,,,4-1,,,,,,,,,,,3748,,,0,,,,,90,2005-10-28 22:00:00,22:00:00,1130536800,UTC,FT,1,5,1920,9266,794,https://cdn.sportmonks.com/images/soccer/teams/18/9266.png,False,,172,,,,,,,,,,,False,
3,651,2281,465344,31215,2925,,2005-10-28,Santa Cruz,Grêmio,1,1,,,,,,,False,,False,,,,,,5,1914,31215,3184,https://cdn.sportmonks.com/images/soccer/teams/15/31215.png,False,,10554,,,,,,,62134,,,1-1,,,,,,,,,,,3748,,,0,,,,,90,2005-10-28 22:00:00,22:00:00,1130536800,UTC,FT,1,5,1903,2925,1129,https://cdn.sportmonks.com/images/soccer/teams/13/2925.png,False,,1718,,,,,,,,,,,False,
4,651,2281,465345,9266,2925,,2005-11-04,Portuguesa,Grêmio,1,1,,,,,,,False,,False,,,,,,5,1920,9266,794,https://cdn.sportmonks.com/images/soccer/teams/18/9266.png,False,,172,,,,,,,62134,,,1-1,,,,,,,,,,,3748,,,0,,,,,90,2005-11-04 23:00:00,23:00:00,1131145200,UTC,FT,1,5,1903,2925,1129,https://cdn.sportmonks.com/images/soccer/teams/13/2925.png,False,,1718,,,,,,,,,,,False,
5,651,2281,465346,12157,31215,,2005-11-04,Náutico,Santa Cruz,0,2,,,,,,,False,,False,,,,,,5,1901,12157,1239,https://cdn.sportmonks.com/images/soccer/teams/29/12157.png,False,,8282,,,,,,,62134,,,0-2,,,,,,,,,,,3748,,,0,,,,,90,2005-11-04 23:00:00,23:00:00,1131145200,UTC,FT,1,5,1914,31215,3184,https://cdn.sportmonks.com/images/soccer/teams/15/31215.png,False,,10554,,,,,,,,,,,False,
6,651,2281,465347,2925,9266,,2005-11-11,Grêmio,Portuguesa,2,2,,,,,,,False,,False,,,,,,5,1903,2925,1129,https://cdn.sportmonks.com/images/soccer/teams/13/2925.png,False,,1718,,,,,,,62134,,,2-2,,,,,,,,,,,3748,,,0,,,,,90,2005-11-11 23:00:00,23:00:00,1131750000,UTC,FT,1,5,1920,9266,794,https://cdn.sportmonks.com/images/soccer/teams/18/9266.png,False,,172,,,,,,,,,,,False,
7,651,2281,465348,31215,12157,,2005-11-12,Santa Cruz,Náutico,1,0,,,,,,,False,,False,,,,,,5,1914,31215,3184,https://cdn.sportmonks.com/images/soccer/teams/15/31215.png,False,,10554,,,,,,,62134,,,1-0,,,,,,,,,,,3748,,,0,,,,,90,2005-11-12 23:00:00,23:00:00,1131836400,UTC,FT,1,5,1901,12157,1239,https://cdn.sportmonks.com/images/soccer/teams/29/12157.png,False,,8282,,,,,,,,,,,False,
8,651,2281,465349,2925,31215,,2005-11-18,Grêmio,Santa Cruz,2,0,,,,,,,False,,False,,,,,,5,1903,2925,1129,https://cdn.sportmonks.com/images/soccer/teams/13/2925.png,False,,1718,,,,,,,62134,,,2-0,,,,,,,,,,,3748,,,0,,,,,90,2005-11-18 23:00:00,23:00:00,1132354800,UTC,FT,1,5,1914,31215,3184,https://cdn.sportmonks.com/images/soccer/teams/15/31215.png,False,,10554,,,,,,,,,,,False,
9,651,2281,465350,9266,12157,,2005-11-18,Portuguesa,Náutico,0,2,,,,,,,False,,False,,,,,,5,1920,9266,794,https://cdn.sportmonks.com/images/soccer/teams/18/9266.png,False,,172,,,,,,,62134,,,0-2,,,,,,,,,,,3748,,,0,,,,,90,2005-11-18 23:00:00,23:00:00,1132354800,UTC,FT,1,5,1901,12157,1239,https://cdn.sportmonks.com/images/soccer/teams/29/12157.png,False,,8282,,,,,,,,,,,False,
