,league_id,season_id,fixture_id,localteam_id,visitorteam_id,team_id,time.starting_at.date,localTeam.data.name,visitorTeam.data.name,scores.localteam_score,scores.visitorteam_score,aggregate_id,attacks,attacks.attacks,attacks.dangerous_attacks,attendance,coaches.localteam_coach_id,coaches.visitorteam_coach_id,commentaries,corners,deleted,formations.localteam_formation,formations.visitorteam_formation,fouls,free_kick,goal_kick,localTeam.data.country_id,localTeam.data.founded,localTeam.data.id,localTeam.data.legacy_id,localTeam.data.logo_path,localTeam.data.national_team,localTeam.data.twitter,localTeam.data.venue_id,offsides,passes,pitch,possessiontime,redcards,referee_id,round_id,saves,scores.et_score,scores.ft_score,scores.ht_score,scores.localteam_pen_score,scores.visitorteam_pen_score,shots,shots.blocked,shots.insidebox,shots.offgoal,shots.ongoal,shots.outsidebox,shots.total,stage_id,standings.localteam_position,standings.visitorteam_position,stats_available,substitutions,throw_in,time.extra_minute,time.injury_time,time.minute,time.starting_at.date_time,time.starting_at.time,time.starting_at.timestamp,time.starting_at.timezone,time.status,venue_id,visitorTeam.data.country_id,visitorTeam.data.founded,visitorTeam.data.id,visitorTeam.data.legacy_id,visitorTeam.data.logo_path,visitorTeam.data.national_team,visitorTeam.data.twitter,visitorTeam.data.venue_id,weather_report,weather_report.clouds,weather_report.code,weather_report.humidity,weather_report.icon,weather_report.temperature.temp,weather_report.temperature.unit,weather_report.type,weather_report.wind.degree,weather_report.wind.speed,winning_odds_calculated,yellowcards
443,570,5675,1096054,6620,274,,2009-10-07,Hércules,Huesca,2,0,,,,,,,,False,,False,,,,,,32,1922,6620,2672,https://cdn.sportmonks.com/images/soccer/teams/28/6620.png,False,,4295,,,,,,,,,,2-0,,0,0,,,,,,,,12285,,,0,,,,,90,2009-10-07 19:00:00,19:00:00,1254942000,UTC,FT,1,32,1922,274,1964,https://cdn.sportmonks.com/images/soccer/teams/18/274.png,False,,9342,,,,,,,,,,,False,
444,570,5675,1096055,231,36,,2009-10-07,Girona,Celta de Vigo,1,3,,,,,,,,False,,False,,,,,,32,1930,231,303,https://cdn.sportmonks.com/images/soccer/teams/7/231.png,False,@GironaFC,9345,,,,,,,,,,1-3,,0,0,,,,,,,,12285,,,0,,,,,90,2009-10-07 19:00:00,19:00:00,1254942000,UTC,FT,1,32,1923,36,290,https://cdn.sportmonks.com/images/soccer/teams/4/36.png,False,@RCCelta,9239,,,,,,,,,,,False,
445,570,5675,1096056,14652,9972,,2009-10-07,Merida,Alcoyano,1,3,,,,,,,,False,,False,,,,,,458,2003,14652,1091,https://cdn.sportmonks.com/images/soccer/teams/28/14652.png,False,,10385,,,,,,,,,,1-3,,0,0,,,,,,,,12285,,,0,,,,,90,2009-10-07 19:00:00,19:00:00,1254942000,UTC,FT,1,32,1929,9972,1962,https://cdn.sportmonks.com/images/soccer/teams/20/9972.png,False,,6552,,,,,,,,,,,False,
446,570,5675,1096057,25780,13337,,2009-10-07,Ciudad de Lorquí,CP Ejido,0,0,,,,,,,,False,,False,,,,,,,,25780,,,,,,,,,,,,,,,0-0,,5,4,,,,,,,,12285,,,0,,,,,90,2009-10-07 19:00:00,19:00:00,1254942000,UTC,FT,1,32,1969,13337,,https://cdn.sportmonks.com/images/soccer/teams/25/13337.png,False,,9249,,,,,,,,,,,False,
447,570,5675,1096058,1824,11354,,2009-10-07,Ontinyent,Cultural Leonesa,0,0,,,,,,,,False,,False,,,,,,32,1947,1824,8450,https://cdn.sportmonks.com/images/soccer/teams/0/1824.png,False,,943,,,,,,,,,,0-0,,3,5,,,,,,,,12285,,,0,,,,,90,2009-10-07 19:00:00,19:00:00,1254942000,UTC,FT,1,32,1923,11354,,https://cdn.sportmonks.com/images/soccer/teams/26/11354.png,False,,7598,,,,,,,,,,,False,
448,570,5675,1096059,5314,13350,,2009-10-07,Marbella,Alicante,2,1,,,,,,,,False,,False,,,,,,32,1997,5314,2703,https://cdn.sportmonks.com/images/soccer/teams/2/5314.png,False,,3527,,,,,,,,,2 - 1,1-1,,0,0,,,,,,,,12285,,,0,,,,,90,2009-10-07 19:00:00,19:00:00,1254942000,UTC,FT,1,32,1918,13350,,https://cdn.sportmonks.com/images/soccer/teams/6/13350.png,False,,9256,,,,,,,,,,,False,
449,570,5675,1096060,36,13012,,2009-09-01,Celta de Vigo,Real Unión,2,1,,,,,,,,False,,False,,,,,,32,1923,36,290,https://cdn.sportmonks.com/images/soccer/teams/4/36.png,False,@RCCelta,9239,,,,,,,,,,2-1,,0,0,,,,,,,,12286,,,0,,,,,90,2009-09-01 19:00:00,19:00:00,1251831600,UTC,FT,1,32,1915,13012,2640,https://cdn.sportmonks.com/images/soccer/teams/20/13012.png,False,,8902,,,,,,,,,,,False,
450,570,5675,1096061,25789,13398,,2009-09-02,Lagun Onak,Cerro Reyes,2,1,,,,,,,,False,,False,,,,,,32,1944,25789,10083,https://cdn.sportmonks.com/images/soccer/teams/29/25789.png,False,,20451,,,,,,,,,,2-1,,0,0,,,,,,,,12286,,,0,,,,,90,2009-09-02 17:30:00,17:30:00,1251912600,UTC,FT,1,,,13398,,,,,,,,,,,,,,,,False,
451,570,5675,1096062,6050,10016,,2009-09-02,Sant Andreu,Melilla,3,1,,,,,,,,False,,False,,,,,,32,1909,6050,2688,https://cdn.sportmonks.com/images/soccer/teams/2/6050.png,False,,3937,,,,,,,,,,3-1,,0,0,,,,,,,,12286,,,0,,,,,90,2009-09-02 18:30:00,18:30:00,1251916200,UTC,FT,1,32,1943,10016,2700,https://cdn.sportmonks.com/images/soccer/teams/0/10016.png,False,,6577,,,,,,,,,,,False,
452,570,5675,1096063,11354,25790,,2009-09-02,Cultural Leonesa,Union Estepona,4,0,,,,,,,,False,,False,,,,,,32,1923,11354,,https://cdn.sportmonks.com/images/soccer/teams/26/11354.png,False,,7598,,,,,,,,,,4-0,,0,0,,,,,,,,12286,,,0,,,,,90,2009-09-02 18:30:00,18:30:00,1251916200,UTC,FT,1,32,1995,25790,,https://cdn.sportmonks.com/images/soccer/teams/30/25790.png,False,,20453,,,,,,,,,,,False,
453,570,5675,1096064,758,5314,,2009-09-02,Sabadell,Marbella,0,0,,,,,,,,False,,False,,,,,,32,1903,758,322,https://cdn.sportmonks.com/images/soccer/teams/22/758.png,False,,236,,,,,,,,,,0-0,,1,3,,,,,,,,12286,,,0,,,,,90,2009-09-02 18:45:00,18:45:00,1251917100,UTC,FT,1,32,1997,5314,2703,https://cdn.sportmonks.com/images/soccer/teams/2/5314.png,False,,3527,,,,,,,,,,,False,
454,570,5675,1096065,13342,10008,,2009-09-02,Salamanca,Castellón,1,1,,,,,,,,False,,False,,,,,,32,1923,13342,,https://cdn.sportmonks.com/images/soccer/teams/30/13342.png,False,,9251,,,,,,,,,1 - 1,1-1,,4,3,,,,,,,,12286,,,0,,,,,90,2009-09-02 18:45:00,18:45:00,1251917100,UTC,FT,1,32,1922,10008,4124,https://cdn.sportmonks.com/images/soccer/teams/24/10008.png,False,,6572,,,,,,,,,,,False,
455,570,5675,1096066,1824,10126,,2009-09-02,Ontinyent,Conquense,2,1,,,,,,,,False,,False,,,,,,32,1947,1824,8450,https://cdn.sportmonks.com/images/soccer/teams/0/1824.png,False,,943,,,,,,,,,,2-1,,0,0,,,,,,,,12286,,,0,,,,,90,2009-09-02 19:00:00,19:00:00,1251918000,UTC,FT,1,32,1946,10126,2666,https://cdn.sportmonks.com/images/soccer/teams/14/10126.png,False,,6657,,,,,,,,,,,False,
456,570,5675,1096067,1061,13358,,2009-09-02,Alcorcón,Palencia,2,0,,,,,,,,False,,False,,,,,,32,1971,1061,311,https://cdn.sportmonks.com/images/soccer/teams/5/1061.png,False,,412,,,,,,,,,,2-0,,0,0,,,,,,,,12286,,,0,,,,,90,2009-09-02 19:00:00,19:00:00,1251918000,UTC,FT,1,32,1975,13358,4178,https://cdn.sportmonks.com/images/soccer/teams/14/13358.png,False,,3820,,,,,,,,,,,False,
457,570,5675,1096069,9972,25734,,2009-09-02,Alcoyano,Villajoyosa,2,0,,,,,,,,False,,False,,,,,,32,1929,9972,1962,https://cdn.sportmonks.com/images/soccer/teams/20/9972.png,False,,6552,,,,,,,,,,2-0,,0,0,,,,,,,,12286,,,0,,,,,90,2009-09-02 19:00:00,19:00:00,1251918000,UTC,FT,1,32,1944,25734,,https://cdn.sportmonks.com/images/soccer/teams/6/25734.png,False,,20405,,,,,,,,,,,False,
458,570,5675,1096070,13337,7746,,2009-09-02,CP Ejido,Ponferradina,0,0,,,,,,,,False,,False,,,,,,32,1969,13337,,https://cdn.sportmonks.com/images/soccer/teams/25/13337.png,False,,9249,,,,,,,,,,0-0,,8,7,,,,,,,,12286,,,0,,,,,90,2009-09-02 19:00:00,19:00:00,1251918000,UTC,FT,1,32,1922,7746,307,https://cdn.sportmonks.com/images/soccer/teams/2/7746.png,False,,5025,,,,,,,,,,,False,
459,570,5675,1096071,13394,9404,,2009-09-02,Puertollano,Zamora,3,0,,,,,,,,False,,False,,,,,,32,1948,13394,,https://cdn.sportmonks.com/images/soccer/teams/18/13394.png,False,,9292,,,,,,,,,,3-0,,0,0,,,,,,,,12286,,,0,,,,,90,2009-09-02 19:00:00,19:00:00,1251918000,UTC,FT,1,275,1977,9404,1648,https://cdn.sportmonks.com/images/soccer/teams/28/9404.png,False,,6143,,,,,,,,,,,False,
