,fixture_id,time.starting_at.date,Team.data.name,op_Team.data.name,gs_expected_score,gs_op_expected_score,gs_local_prob,gs_tie_prob,gs_visitor_prob,gs_expected_winner,winner,score,op_score,is_home,expected_goals,op_expected_goals
26,37.0,2017-03-28,Brasil,Paraguay,1.1968355986101888,0.7588202102902312,0.46355280996846265,0.3022421377494611,0.2342049910521717,Brasil,Brasil,3.0,0.0,1.0,2.9487,1.15278
27,38.0,2017-03-28,Chile,Venezuela,1.505786569809957,0.7809065773391831,0.5446710542589704,0.2611366687018052,0.19419170362079527,Chile,Chile,3.0,1.0,1.0,1.08069,1.28516
28,39.0,2017-03-28,Ecuador,Colombia,1.1602180269841729,0.9569792211803319,0.4038730891322502,0.2960197626548938,0.3001070972368288,Ecuador,Colombia,0.0,2.0,1.0,1.59595,1.53216
29,40.0,2017-03-28,Peru,Uruguay,1.2258160240968619,0.8270265725015217,0.45480279975740656,0.29545181845706486,0.24974530349840995,Peru,Peru,2.0,1.0,1.0,1.38932,2.535
30,41.0,2017-08-31,Uruguay,Argentina,1.061999560075458,1.0733547288398924,0.34882298879948664,0.29656575842655286,0.35461121389305916,Argentina,tie,0.0,0.0,1.0,2.20737,1.10847
31,42.0,2017-08-31,Peru,Bolivia,1.0955172645529034,0.8036357944372059,0.42099071013648093,0.3134931400993023,0.26551612355300946,Peru,Peru,2.0,1.0,1.0,1.36795,0.93137
32,43.0,2017-08-31,Brasil,Ecuador,1.3059676574236232,0.7364806636921466,0.5016125696692793,0.28787417801980575,0.210513108490201,Brasil,Brasil,2.0,0.0,1.0,2.37852,1.35785
33,44.0,2017-08-31,Chile,Paraguay,1.4631984346305555,0.7809065773391831,0.5334360255429476,0.2664930578819094,0.20007048168201488,Chile,Paraguay,0.0,3.0,1.0,0.9460799999999999,1.15278
34,45.0,2017-08-31,Venezuela,Colombia,1.0331930931267925,1.1072308131182775,0.33321460510293804,0.2958774783943529,0.37090787459561386,Colombia,tie,0.0,0.0,1.0,1.0663,1.53216
35,46.0,2017-09-05,Argentina,Venezuela,1.2999014112358873,0.7579168115993552,0.4942120845128308,0.2881828672164742,0.21760491070327484,Argentina,tie,1.0,1.0,1.0,0.7381,1.0663
36,47.0,2017-09-05,Colombia,Brasil,1.2661493068202438,0.8065129013320219,0.4718402467951379,0.29114295279796865,0.23701669353304766,Colombia,tie,1.0,1.0,1.0,0.9766100000000001,2.136
37,48.0,2017-09-05,Bolivia,Chile,1.1588367519041283,1.0159155054823696,0.38994365231745054,0.2923407121714272,0.3177155797196731,Bolivia,Bolivia,1.0,0.0,1.0,1.16947,0.9460799999999999
38,49.0,2017-09-05,Ecuador,Peru,1.0003898025085354,0.8779596253029939,0.3730682942265352,0.31960003611592513,0.30733165688753294,Ecuador,Peru,1.0,2.0,1.0,1.0947,1.4702899999999999
39,50.0,2017-09-05,Paraguay,Uruguay,1.0942130177112825,0.7799768841521831,0.4264734123578287,0.3152128107698506,0.2583137512456813,Paraguay,Uruguay,1.0,2.0,1.0,1.77778,1.82275
40,51.0,2017-10-05,Argentina,Peru,1.3014508282895876,0.8055527230323963,0.48228504020773455,0.2866595001214066,0.2310553199740266,Argentina,tie,1.0,1.0,1.0,0.8361299999999999,1.5232
41,52.0,2017-10-05,Bolivia,Brasil,1.0319630451192467,0.8045936878544315,0.40056731006092033,0.32182516249200566,0.27760751255321453,Bolivia,tie,0.0,0.0,1.0,0.9043200000000001,1.99712
42,53.0,2017-10-05,Chile,Ecuador,1.3377365918315984,0.8026790414214183,0.4933447947431997,0.2821155854480231,0.22453943727969586,Chile,Chile,2.0,1.0,1.0,0.75,0.9198700000000001
43,54.0,2017-10-05,Colombia,Paraguay,1.3014508282895876,0.8055527230323963,0.48228504020773455,0.2866595001214066,0.2310553199740266,Colombia,Paraguay,1.0,2.0,1.0,0.79479,1.7361099999999998
44,55.0,2017-10-05,Venezuela,Uruguay,1.0015822168000785,0.7588202102902312,0.4018720763401029,0.3297152748495484,0.26841263799980397,Venezuela,tie,0.0,0.0,1.0,1.39964,1.71164
