,team_name,op_team_name,predicted,expected,winner,points
0,Peru,Argentina,39.340767659,Argentina,NA,
1,Brasil,Bolivia,77.973173724,Brasil,NA,
2,Ecuador,Chile,30.3859273479,Chile,NA,
3,Paraguay,Colombia,7.6932488353,Colombia,NA,
4,Venezuela,Uruguay,63.4271465409,Venezuela,NA,
5,Ecuador,Argentina,62.6490535596,Ecuador,NA,
6,Uruguay,Bolivia,62.6490535596,Uruguay,NA,
7,Chile,Brasil,37.3509464404,Brasil,NA,
8,Peru,Colombia,62.6490535596,Peru,NA,
9,Venezuela,Paraguay,37.3509464404,Paraguay,NA,
