,matchid,teamid,op_teamid,competitionid,seasonid,is_home,team_name,op_team_name,timestamp,goals,op_goals,points,avg_points,avg_goals,op_avg_goals,pass_70,pass_80,op_pass_70,op_pass_80,expected_goals,op_expected_goals,passes,bad_passes,pass_ratio,corners,fouls,cards,shots,op_passes,op_bad_passes,op_corners,op_fouls,op_cards,op_shots,goals_op_ratio,shots_op_ratio,pass_op_ratio
83,42,12,18,,,0,Bolivia,Peru,31-08-2017,1,2,0,1.16667,0.83333,2.16667,0.58148,0.10556,0.71111,0.14074,0.93137,1.26794,2.27778,0.53704,0.79694,0.04815,0.17778,2.66667,0.07778,3.70741,0.48333,0.05,0.13333,1.83333,0.17037,0.66667,0.60386,0.74264
84,43,16,13,,,0,Ecuador,Brasil,31-08-2017,0,2,0,1.16667,1.66667,1.33333,0.65741,0.11667,0.62222,0.14259,1.35785,2.30556,2.92778,0.57037,0.84563,0.06667,0.1463,3,0.12222,2.23704,0.41481,0.03889,0.1463,1.83333,0.06667,1.33333,2.2088,1.59834
85,43,13,16,,,1,Brasil,Ecuador,31-08-2017,2,0,3,3,3.16667,0.16667,0.88148,0.23519,0.53148,0.13148,2.37852,0.11905,4.99259,0.40741,0.92244,0.05741,0.18333,1.33333,0.1537,2.53704,0.47222,0.03333,0.18889,2.66667,0.07778,3.16667,3.52282,2.26428
86,44,17,14,,,0,Paraguay,Chile,31-08-2017,3,0,3,1,0.66667,1.66667,0.47593,0.11481,0.79074,0.15,1.15278,1.63791,2.26667,0.50741,0.8248,0.02963,0.17407,2.33333,0.06296,3.77593,0.44074,0.08148,0.17037,2.33333,0.14444,0.54167,0.58317,0.66855
87,44,14,17,,,1,Chile,Paraguay,31-08-2017,0,3,0,1.66667,1.33333,1.16667,0.7037,0.27037,0.59259,0.12407,0.94608,1.02314,3.82222,0.60741,0.86571,0.04444,0.14444,1.66667,0.12037,2.42407,0.28148,0.03889,0.17407,2.33333,0.12037,1.33333,1.06055,2.5284
88,45,20,15,,,1,Venezuela,Colombia,31-08-2017,0,0,1,0.66667,1.33333,2.16667,0.50185,0.09259,0.65,0.18519,1.0663,1.40049,2.29815,0.45185,0.82165,0.0463,0.16667,2.33333,0.1,3.31481,0.43889,0.05741,0.16852,1.5,0.1537,1.05556,1.1797,0.77069
89,45,15,20,,,0,Colombia,Venezuela,31-08-2017,0,0,1,1.83333,1,0.83333,0.92037,0.08889,0.63704,0.14074,1.53216,1.16667,3.72778,0.37593,0.90721,0.05185,0.18148,1.66667,0.10185,2.60741,0.57407,0.03148,0.16852,3.33333,0.0537,0.83333,2.825,1.67436
90,46,20,11,,,0,Venezuela,Argentina,05-09-2017,1,1,1,0.83333,1.33333,1.66667,0.47222,0.08889,0.63889,0.15185,1.0663,1.01587,2.13333,0.45556,0.81089,0.03889,0.15926,1.83333,0.11296,3.23333,0.41481,0.06111,0.17407,1.5,0.15,1.05556,1.29975,0.73498
91,46,11,20,,,1,Argentina,Venezuela,05-09-2017,1,1,1,1.16667,0.66667,1,0.68704,0.13704,0.55556,0.17778,0.7381,1.07955,4.43519,0.53519,0.88487,0.04815,0.2037,2.83333,0.12407,2.53519,0.44074,0.03333,0.21296,2.33333,0.08148,0.66667,1.58847,2.03526
92,47,15,13,,,1,Colombia,Brasil,05-09-2017,1,1,1,1.5,0.83333,0.83333,0.97407,0.08148,0.6,0.13333,0.97661,1.16667,3.68148,0.3463,0.91453,0.05741,0.18333,1.66667,0.11667,2.41296,0.50741,0.02963,0.16667,3,0.07037,0.66667,2.84103,1.74376
93,47,13,15,,,0,Brasil,Colombia,05-09-2017,1,1,1,3,2.66667,0.16667,0.94444,0.22593,0.57593,0.12778,2.136,0.11905,4.9,0.42222,0.91961,0.06852,0.18333,1.66667,0.15,2.52222,0.5037,0.03519,0.19444,2.66667,0.08148,2.66667,3.03393,2.24239
94,48,14,12,,,0,Chile,Bolivia,05-09-2017,0,1,0,1.66667,1.33333,1.16667,0.6963,0.3037,0.6463,0.14259,0.94608,1.38498,4.22963,0.61852,0.87376,0.06852,0.15185,2.16667,0.12037,2.57963,0.33704,0.03333,0.17778,2.33333,0.1,1.33333,1.1691,2.51506
95,48,12,14,,,1,Bolivia,Chile,05-09-2017,1,0,3,1.16667,1,1.66667,0.60556,0.10741,0.70741,0.1,1.16947,1.10712,2.3,0.52037,0.80445,0.05185,0.17222,2.66667,0.08519,3.08148,0.59074,0.06111,0.12963,2.16667,0.15741,0.75,0.67477,0.80731
96,49,18,16,,,0,Peru,Ecuador,05-09-2017,2,1,3,1.66667,1.83333,1.5,0.65185,0.16111,0.55556,0.17037,1.47029,1.6511,2.26852,0.50556,0.8509,0.04259,0.15926,2.5,0.12593,2.94074,0.57593,0.0463,0.15185,2.16667,0.10741,1.58333,1.40636,1.03226
97,49,16,18,,,1,Ecuador,Peru,05-09-2017,1,2,0,0.66667,1.16667,1.66667,0.69074,0.11852,0.68519,0.1463,1.0947,2.50163,3.00185,0.67778,0.80669,0.0537,0.15556,3.16667,0.0963,2.66481,0.39444,0.05185,0.16111,2.16667,0.08148,0.83333,1.90596,1.58563
98,50,19,17,,,0,Uruguay,Paraguay,05-09-2017,2,1,3,0.83333,1.16667,2,0.5537,0.19444,0.92593,0.1963,1.82275,2.08974,1.93704,0.41481,0.821,0.04259,0.17037,3.16667,0.08889,4.71481,0.69444,0.04815,0.17222,2.33333,0.10556,0.68056,0.85983,0.43343
99,50,17,19,,,1,Paraguay,Uruguay,05-09-2017,1,2,0,1.5,1.16667,1.5,0.49815,0.12778,0.88333,0.2,1.77778,1.08235,2.13704,0.43889,0.83441,0.03333,0.15926,1.83333,0.07037,4.33889,0.47593,0.10556,0.15741,2.83333,0.15556,1.04167,0.50909,0.54205
100,51,18,11,,,0,Peru,Argentina,05-10-2017,,,,2.16667,2,1.33333,0.80926,0.22593,0.51111,0.11667,1.5232,1.58323,2.66111,0.52963,0.84715,0.04815,0.15741,3.5,0.13519,2.46481,0.58333,0.0537,0.14815,2.16667,0.1,1.83333,1.49761,1.20898
101,51,11,18,,,1,Argentina,Peru,05-10-2017,,,,1.33333,0.83333,1,0.69444,0.11111,0.5037,0.14815,0.83613,1.20455,4.3463,0.49259,0.8893,0.05,0.20185,3,0.12222,2.34259,0.42593,0.03704,0.21111,3,0.07593,0.83333,1.78014,2.32346
102,52,13,12,,,0,Brasil,Bolivia,05-10-2017,,,,2.66667,2.5,0.33333,0.90185,0.2463,0.62222,0.14074,1.99712,0.27056,4.82593,0.42963,0.91717,0.06852,0.18333,1.66667,0.15,2.69815,0.46296,0.03519,0.19074,2.33333,0.08704,2.5,2.96575,2.13986
103,52,12,13,,,1,Bolivia,Brasil,05-10-2017,,,,1.5,0.83333,1.33333,0.55,0.09259,0.7037,0.10185,0.90432,0.80409,2.28519,0.49259,0.81263,0.06296,0.17037,2.66667,0.09074,3.19444,0.56667,0.05926,0.11481,1.5,0.14259,0.75,1.16467,0.77074
104,53,16,14,,,0,Ecuador,Chile,05-10-2017,,,,0.5,1,1.66667,0.7,0.10926,0.77407,0.1963,0.91987,2.32306,3.05,0.70185,0.80424,0.06667,0.15741,2.33333,0.1,2.86296,0.32963,0.04815,0.15,2.5,0.09259,0.75,1.83156,1.52519
105,53,14,16,,,1,Chile,Ecuador,05-10-2017,,,,1.16667,1,1.16667,0.63889,0.26111,0.65926,0.14259,0.75,1.35131,3.81852,0.57778,0.87376,0.06111,0.13148,2.33333,0.09444,2.75926,0.39815,0.0537,0.18519,3,0.1037,1,0.89974,1.59915
106,54,17,15,,,0,Paraguay,Colombia,05-10-2017,,,,1,1.16667,1.83333,0.43704,0.08519,0.92407,0.1963,1.73611,1.63791,2.11481,0.45741,0.82796,0.03704,0.16296,2.16667,0.07407,4.03333,0.47222,0.09444,0.15,2.66667,0.13333,0.95833,0.71279,0.56425
107,54,15,17,,,1,Colombia,Paraguay,05-10-2017,,,,1.5,0.66667,0.66667,0.92222,0.09444,0.63704,0.16852,0.79479,0.63889,3.57037,0.2963,0.92198,0.05741,0.17963,1.5,0.11852,2.78704,0.52037,0.03148,0.16852,2.5,0.08333,0.66667,2.66047,1.55186
108,55,20,19,,,1,Venezuela,Uruguay,05-10-2017,,,,1,1.5,1.5,0.44259,0.08889,0.55926,0.11296,1.39964,0.83613,1.9037,0.42407,0.80369,0.03889,0.16111,2.16667,0.10741,3.37778,0.44444,0.06667,0.17222,1.83333,0.15926,1.22222,1.23766,0.6814
109,55,19,20,,,0,Uruguay,Venezuela,05-10-2017,,,,1.16667,1.16667,1.83333,0.58704,0.19259,0.78889,0.18333,1.71164,1.92308,2.31296,0.48889,0.8177,0.03704,0.16481,2.66667,0.09074,4.36852,0.68704,0.04815,0.17963,2.5,0.10556,0.84722,0.8765,0.66327
110,56,16,11,,,1,Ecuador,Argentina,10-10-2017,,,,1,1.5,1.5,0.44259,0.08889,0.55926,0.11296,1.39964,0.83613,1.9037,0.42407,0.80369,0.03889,0.16111,2.16667,0.10741,3.37778,0.44444,0.06667,0.17222,1.83333,0.15926,1.22222,1.23766,0.6814
111,56,11,16,,,0,Argentina,Ecuador,10-10-2017,,,,1,1.5,1.5,0.44259,0.08889,0.55926,0.11296,1.39964,0.83613,1.9037,0.42407,0.80369,0.03889,0.16111,2.16667,0.10741,3.37778,0.44444,0.06667,0.17222,1.83333,0.15926,1.22222,1.23766,0.6814
112,57,19,12,,,1,Uruguay,Bolivia,10-10-2017,,,,1,1.5,1.5,0.44259,0.08889,0.55926,0.11296,1.39964,0.83613,1.9037,0.42407,0.80369,0.03889,0.16111,2.16667,0.10741,3.37778,0.44444,0.06667,0.17222,1.83333,0.15926,1.22222,1.23766,0.6814
113,57,12,19,,,0,Bolivia,Uruguay,10-10-2017,,,,1,1.5,1.5,0.44259,0.08889,0.55926,0.11296,1.39964,0.83613,1.9037,0.42407,0.80369,0.03889,0.16111,2.16667,0.10741,3.37778,0.44444,0.06667,0.17222,1.83333,0.15926,1.22222,1.23766,0.6814
114,58,14,13,,,0,Chile,Brasil,10-10-2017,,,,1,1.5,1.5,0.44259,0.08889,0.55926,0.11296,1.39964,0.83613,1.9037,0.42407,0.80369,0.03889,0.16111,2.16667,0.10741,3.37778,0.44444,0.06667,0.17222,1.83333,0.15926,1.22222,1.23766,0.6814
115,58,13,14,,,1,Brasil,Chile,10-10-2017,,,,1,1.5,1.5,0.44259,0.08889,0.55926,0.11296,1.39964,0.83613,1.9037,0.42407,0.80369,0.03889,0.16111,2.16667,0.10741,3.37778,0.44444,0.06667,0.17222,1.83333,0.15926,1.22222,1.23766,0.6814
116,59,18,15,,,1,Peru,Colombia,10-10-2017,,,,1,1.5,1.5,0.44259,0.08889,0.55926,0.11296,1.39964,0.83613,1.9037,0.42407,0.80369,0.03889,0.16111,2.16667,0.10741,3.37778,0.44444,0.06667,0.17222,1.83333,0.15926,1.22222,1.23766,0.6814
117,59,15,18,,,0,Colombia,Peru,10-10-2017,,,,1,1.5,1.5,0.44259,0.08889,0.55926,0.11296,1.39964,0.83613,1.9037,0.42407,0.80369,0.03889,0.16111,2.16667,0.10741,3.37778,0.44444,0.06667,0.17222,1.83333,0.15926,1.22222,1.23766,0.6814
118,60,20,17,,,0,Venezuela,Paraguay,10-10-2017,,,,1,1.5,1.5,0.44259,0.08889,0.55926,0.11296,1.39964,0.83613,1.9037,0.42407,0.80369,0.03889,0.16111,2.16667,0.10741,3.37778,0.44444,0.06667,0.17222,1.83333,0.15926,1.22222,1.23766,0.6814
119,60,17,20,,,1,Paraguay,Venezuela,10-10-2017,,,,1,1.5,1.5,0.44259,0.08889,0.55926,0.11296,1.39964,0.83613,1.9037,0.42407,0.80369,0.03889,0.16111,2.16667,0.10741,3.37778,0.44444,0.06667,0.17222,1.83333,0.15926,1.22222,1.23766,0.6814
