matchid  teamid     passes  bad_passes  pass_ratio   corners     fouls  cards  goals     shots  is_home                team_name   pass_80   pass_70  expected_goals  on_target  length  op_teamid  op_passes  op_bad_passes  op_pass_ratio  op_corners  op_fouls  op_cards  op_goals  op_shots             op_team_name  op_pass_80  op_pass_70  op_expected_goals  op_on_target  competitionid  seasonid  shots_op_ratio  goals_op_ratio  pass_op_ratio  points      timestamp
858   707767     175   3.698925    1.225806    0.749455  0.086022  0.215054      6      1  0.096774        0       Atlético de Madrid  0.268817  0.419355        1.689270   0.064516      93        182   3.784946       1.193548       0.758621    0.053763  0.150538         4         0  0.129032                   Málaga    0.236559    0.516129           0.537264      0.032258             23      2013        0.750000        1.000000       0.987918       3  1388854564621
859   707767     182   3.784946    1.193548    0.758621  0.053763  0.150538      4      0  0.129032        1                   Málaga  0.236559  0.516129        0.537264   0.032258      93        175   3.698925       1.225806       0.749455    0.086022  0.215054         6         1  0.096774       Atlético de Madrid    0.268817    0.419355           1.689270      0.064516             23      2013        1.333333        0.000000       1.012229       0  1388854561444
860   707765     186   6.548387    1.000000    0.866287  0.064516  0.129032      2      3  0.129032        0              Real Madrid  0.215054  0.666667        1.058542   0.043011      93        191   2.827957       1.000000       0.736695    0.032258  0.139785         2         2  0.129032              Valencia CF    0.150538    0.387097           1.649878      0.053763             23      2013        1.000000        1.500000       1.175911       3  1387749157470
861   707764     176   4.870968    1.258065    0.793345  0.053763  0.161290      0      1  0.150538        1            Celta de Vigo  0.150538  0.860215        1.125883   0.064516      93        450   3.258065       1.096774       0.746305    0.075269  0.139785         3         1  0.150538                  Osasuna    0.096774    0.333333           0.632862      0.043011             23      2013        1.000000        1.000000       1.063030       1  1387749157252
862   707765     191   2.827957    1.000000    0.736695  0.032258  0.139785      2      2  0.129032        1              Valencia CF  0.150538  0.387097        1.649878   0.053763      93        186   6.548387       1.000000       0.866287    0.064516  0.129032         2         3  0.129032              Real Madrid    0.215054    0.666667           1.058542      0.043011             23      2013        1.000000        0.666667       0.850405       0  1387749155360
863   707764     450   3.258065    1.096774    0.746305  0.075269  0.139785      3      1  0.150538        0                  Osasuna  0.096774  0.333333        0.632862   0.043011      93        176   4.870968       1.258065       0.793345    0.053763  0.161290         0         1  0.150538            Celta de Vigo    0.150538    0.860215           1.125883      0.064516             23      2013        1.000000        1.000000       0.940707       1  1387749149220
864   707760     174   3.139785    1.344086    0.698565  0.086022  0.225806      0      2  0.258065        1            Athletic Club  0.193548  0.623656        3.498174   0.086022      93        184   3.752688       1.451613       0.719588    0.075269  0.118280         2         1  0.150538           Rayo Vallecano    0.172043    0.408602           0.952303      0.053763             23      2013        1.714286        2.000000       0.970785       3  1387741812471
865   707760     184   3.752688    1.451613    0.719588  0.075269  0.118280      2      1  0.150538        0           Rayo Vallecano  0.172043  0.408602        0.952303   0.053763      93        174   3.139785       1.344086       0.698565    0.086022  0.225806         0         2  0.258065            Athletic Club    0.193548    0.623656           3.498174      0.086022             23      2013        0.583333        0.500000       1.030095       0  1387741793558
866   707758     178   6.655914    1.086022    0.858530  0.010753  0.279570      3      5  0.150538        0                Barcelona  0.290323  1.161290        1.845359   0.064516      93       1450   1.967742       1.096774       0.639860    0.075269  0.086022         4         2  0.129032                   Getafe    0.064516    0.172043           0.831137      0.021505             23      2013        1.166667        2.500000       1.341746       3  1387734798223
867   707758    1450   1.967742    1.096774    0.639860  0.075269  0.086022      4      2  0.129032        1                   Getafe  0.064516  0.172043        0.831137   0.021505      93        178   6.655914       1.086022       0.858530    0.010753  0.279570         3         5  0.150538                Barcelona    0.290323    1.161290           1.845359      0.064516             23      2013        0.857143        0.400000       0.745298       0  1387734793844
868   707763     192   4.451613    1.462366    0.751361  0.043011  0.247312      1      2  0.096774        0          Real Valladolid  0.161290  0.559140        0.869313   0.032258      93        177   3.000000       1.236559       0.706329    0.021505  0.139785         3         4  0.139785                 Espanyol    0.204301    0.483871           1.612979      0.064516             23      2013        0.692308        0.500000       1.063755       0  1387716621121
869   707763     177   3.000000    1.236559    0.706329  0.021505  0.139785      3      4  0.139785        1                 Espanyol  0.204301  0.483871        1.612979   0.064516      93        192   4.451613       1.462366       0.751361    0.043011  0.247312         1         2  0.096774          Real Valladolid    0.161290    0.559140           0.869313      0.032258             23      2013        1.444444        2.000000       0.940066       3  1387716618675
870   707761     188   3.505376    1.193548    0.744292  0.021505  0.172043      1      3  0.118280        0            Real Sociedad  0.182796  0.333333        2.016857   0.075269      93       5683   4.892473       0.946237       0.836397    0.086022  0.096774         3         1  0.247312               Granada CF    0.129032    0.451613           1.065730      0.086022             23      2013        0.478261        3.000000       0.889879       3  1387666413331
871   707761    5683   4.892473    0.946237    0.836397  0.086022  0.096774      3      1  0.247312        1               Granada CF  0.129032  0.451613        1.065730   0.086022      93        188   3.505376       1.193548       0.744292    0.021505  0.172043         1         3  0.118280            Real Sociedad    0.182796    0.333333           2.016857      0.075269             23      2013        2.090909        0.333333       1.123748       0  1387666412758
872   707756     175   4.709677    1.333333    0.777975  0.107527  0.193548      3      3  0.172043        1       Atlético de Madrid  0.430108  1.311828        1.462786   0.053763      93        855   2.010753       1.021505       0.660777    0.064516  0.172043         6         2  0.086022                  Levante    0.086022    0.236559           1.047177      0.043011             23      2013        2.000000        1.500000       1.177363       3  1387659096631
873   707756     855   2.010753    1.021505    0.660777  0.064516  0.172043      6      2  0.086022        0                  Levante  0.086022  0.236559        1.047177   0.043011      93        175   4.709677       1.333333       0.777975    0.107527  0.193548         3         3  0.172043       Atlético de Madrid    0.430108    1.311828           1.462786      0.053763             23      2013        0.500000        0.666667       0.849355       0  1387659092406
874   707762     185   4.817204    1.516129    0.759322  0.118280  0.182796      0      0  0.268817        1               Real Betis  0.408602  1.161290        2.043772   0.086022      93       1564   2.881720       1.290323       0.688946    0.021505  0.096774         2         1  0.150538                  Almería    0.225806    0.494624           1.821371      0.075269             23      2013        1.785714        0.000000       1.102150       0  1387652082816
875   707762    1564   2.881720    1.290323    0.688946  0.021505  0.096774      2      1  0.150538        0                  Almería  0.225806  0.494624        1.821371   0.075269      93        185   4.817204       1.516129       0.759322    0.118280  0.182796         0         0  0.268817               Real Betis    0.408602    1.161290           2.043772      0.086022             23      2013        0.560000        1.000000       0.907317       3  1387652082174
876   707759     179   1.553191    1.319149    0.538745  0.042553  0.138298      5      2  0.127660        0                  Sevilla  0.117021  0.223404        1.344457   0.042553      94        449   4.872340       1.563830       0.755776    0.117021  0.255319         4         1  0.148936               Villarreal    0.478723    1.021277           1.057672      0.031915             23      2013        0.857143        2.000000       0.712838       3  1387644720474
877   707759     449   4.872340    1.563830    0.755776  0.117021  0.255319      4      1  0.148936        1               Villarreal  0.478723  1.021277        1.057672   0.031915      94        179   1.553191       1.319149       0.538745    0.042553  0.138298         5         2  0.127660                  Sevilla    0.117021    0.223404           1.344457      0.042553             23      2013        1.166667        0.500000       1.402844       0  1387644720269
878   707757     182   2.787234    1.117021    0.711957  0.021277  0.180851      4      1  0.063830        0                   Málaga  0.138298  0.297872        1.115041   0.021277      94        954   4.308511       1.404255       0.752788    0.074468  0.148936         5         0  0.085106                    Elche    0.265957    0.606383           0.842188      0.021277             23      2013        0.750000        1.000000       0.945760       3  1387574689614
879   707757     954   4.308511    1.404255    0.752788  0.074468  0.148936      5      0  0.085106        1                    Elche  0.265957  0.606383        0.842188   0.021277      94        182   2.787234       1.117021       0.711957    0.021277  0.180851         4         1  0.063830                   Málaga    0.138298    0.297872           1.115041      0.021277             23      2013        1.333333        0.000000       1.057351       0  1387574683997
880   707754     176   3.731183    1.150538    0.762637  0.053763  0.182796      6      0  0.150538        0            Celta de Vigo  0.215054  0.408602        1.028435   0.032258      93        192   3.139785       1.290323       0.707022    0.075269  0.182796         3         3  0.118280          Real Valladolid    0.150538    0.290323           1.884057      0.064516             23      2013        1.272727        0.000000       1.078662       0  1387240183546
881   707754     192   3.139785    1.290323    0.707022  0.075269  0.182796      3      3  0.118280        1          Real Valladolid  0.150538  0.290323        1.884057   0.064516      93        176   3.731183       1.150538       0.762637    0.053763  0.182796         6         0  0.150538            Celta de Vigo    0.215054    0.408602           1.028435      0.032258             23      2013        0.785714        3.000000       0.927075       3  1387234336604
882   707746     191   4.634409    1.043011    0.814745  0.010753  0.096774      4      0  0.032258        0              Valencia CF  0.118280  0.677419        0.000000   0.000000      93        175   4.150538       1.225806       0.770459    0.086022  0.150538         2         3  0.150538       Atlético de Madrid    0.365591    0.903226           0.882969      0.043011             23      2013        0.214286        0.000000       1.057480       0  1387144200282
883   707746     175   4.150538    1.225806    0.770459  0.086022  0.150538      2      3  0.150538        1       Atlético de Madrid  0.365591  0.903226        0.882969   0.043011      93        191   4.634409       1.043011       0.814745    0.010753  0.096774         4         0  0.032258              Valencia CF    0.118280    0.677419           0.000000      0.000000             23      2013        4.666667        3.000000       0.945645       3  1387144174810
884   707750     174   4.967742    1.602151    0.754902  0.096774  0.225806      2      1  0.139785        0            Athletic Club  0.333333  0.913978        0.940394   0.032258      93        179   2.258065       1.258065       0.640244    0.086022  0.096774         4         1  0.150538                  Sevilla    0.182796    0.247312           0.570587      0.021505             23      2013        0.928571        1.000000       1.179085       1  1387137711886
885   707750     179   2.258065    1.258065    0.640244  0.086022  0.096774      4      1  0.150538        1                  Sevilla  0.182796  0.247312        0.570587   0.021505      93        174   4.967742       1.602151       0.754902    0.096774  0.225806         2         1  0.139785            Athletic Club    0.333333    0.913978           0.940394      0.032258             23      2013        1.076923        1.000000       0.848115       1  1387137242595
886   707752     185   4.358696    1.141304    0.790927  0.010870  0.086957      2      1  0.163043        0               Real Betis  0.239130  1.032609        1.185578   0.065217      92        188   4.293478       1.206522       0.779093    0.119565  0.130435         4         5  0.217391            Real Sociedad    0.380435    0.782609           2.622328      0.097826             23      2013        0.750000        0.200000       1.015190       0  1387130091396
887   707752     188   4.293478    1.206522    0.779093  0.119565  0.130435      4      5  0.217391        1            Real Sociedad  0.380435  0.782609        2.622328   0.097826      92        185   4.358696       1.141304       0.790927    0.010870  0.086957         2         1  0.163043               Real Betis    0.239130    1.032609           1.185578      0.065217             23      2013        1.333333        5.000000       0.985037       3  1387130090338
888   707753     177   3.063830    1.212766    0.714640  0.053191  0.106383      2      0  0.170213        0                 Espanyol  0.202128  0.542553        1.103415   0.053191      94       1564   3.872340       1.393617       0.733871    0.053191  0.180851         1         0  0.106383                  Almería    0.202128    0.478723           1.009437      0.042553             23      2013        1.600000        0.000000       0.973795       1  1387111935179
889   707753    1564   3.872340    1.393617    0.733871  0.053191  0.180851      1      0  0.106383        1                  Almería  0.202128  0.478723        1.009437   0.042553      94        177   3.063830       1.212766       0.714640    0.053191  0.106383         2         0  0.170213                 Espanyol    0.202128    0.542553           1.103415      0.053191             23      2013        0.625000        0.000000       1.026910       1  1387111923667
890   707748    1450   2.483871    1.344086    0.647059  0.043011  0.182796      4      0  0.064516        0                   Getafe  0.053763  0.182796        0.166761   0.010753      93        182   4.225806       1.225806       0.773622    0.075269  0.150538         4         1  0.225806                   Málaga    0.333333    0.741935           1.566620      0.053763             23      2013        0.285714        0.000000       0.836402       0  1387061431953
891   707748     182   4.225806    1.225806    0.773622  0.075269  0.150538      4      1  0.225806        1                   Málaga  0.333333  0.741935        1.566620   0.053763      93       1450   2.483871       1.344086       0.647059    0.043011  0.182796         4         0  0.064516                   Getafe    0.053763    0.182796           0.166761      0.010753             23      2013        3.500000        1.000000       1.195598       3  1387061406670
892   707749     178   8.276596    1.117021    0.880090  0.074468  0.127660      1      2  0.138298        1                Barcelona  0.595745  1.872340        2.728232   0.085106      94        449   2.085106       1.031915       0.666667    0.042553  0.074468         1         1  0.031915               Villarreal    0.063830    0.170213           0.464802      0.010638             23      2013        4.333333        2.000000       1.320136       3  1387054481900
893   707749     449   2.085106    1.031915    0.666667  0.042553  0.074468      1      1  0.031915        0               Villarreal  0.063830  0.170213        0.464802   0.010638      94        178   8.276596       1.117021       0.880090    0.074468  0.127660         1         2  0.138298                Barcelona    0.595745    1.872340           2.728232      0.085106             23      2013        0.230769        0.500000       0.757498       0  1387054328974
894   707751     184   4.617021    1.095745    0.806691  0.074468  0.223404      6      0  0.180851        1           Rayo Vallecano  0.265957  0.595745        1.607399   0.074468      94       5683   2.574468       0.819149       0.756250    0.031915  0.212766         5         2  0.138298               Granada CF    0.095745    0.234043           1.670345      0.031915             23      2013        1.307692        0.000000       1.066699       0  1387047154477
895   707751    5683   2.574468    0.819149    0.756250  0.031915  0.212766      5      2  0.138298        0               Granada CF  0.095745  0.234043        1.670345   0.031915      94        184   4.617021       1.095745       0.806691    0.074468  0.223404         6         0  0.180851           Rayo Vallecano    0.265957    0.595745           1.607399      0.074468             23      2013        0.764706        2.000000       0.937471       3  1387047148633
896   707755     450   2.797872    1.138298    0.708895  0.053191  0.148936      6      2  0.117021        1                  Osasuna  0.159574  0.659574        2.170320   0.053191      94        186   5.510638       1.085106       0.834138    0.063830  0.095745         3         2  0.180851              Real Madrid    0.255319    1.265957           1.138551      0.042553             23      2013        0.647059        1.000000       0.849853       1  1387040062889
897   707755     186   5.510638    1.085106    0.834138  0.063830  0.095745      3      2  0.180851        0              Real Madrid  0.255319  1.265957        1.138551   0.042553      94        450   2.797872       1.138298       0.708895    0.053191  0.148936         6         2  0.117021                  Osasuna    0.159574    0.659574           2.170320      0.053191             23      2013        1.545455        1.000000       1.176674       1  1387040059666
898   707747     855   3.273684    1.336842    0.708428  0.052632  0.094737      4      2  0.094737        1                  Levante  0.242105  0.600000        1.096366   0.031579      95        954   3.989474       1.305263       0.751984    0.031579  0.115789         4         1  0.073684                    Elche    0.189474    0.452632           0.377385      0.010526             23      2013        1.285714        2.000000       0.942079       3  1386971689300
899   707747     954   3.989474    1.305263    0.751984  0.031579  0.115789      4      1  0.073684        0                    Elche  0.189474  0.452632        0.377385   0.010526      95        855   3.273684       1.336842       0.708428    0.052632  0.094737         4         2  0.094737                  Levante    0.242105    0.600000           1.096366      0.031579             23      2013        0.777778        0.500000       1.061482       0  1386971688700
900   733006     421   2.844444    1.266667    0.690647  0.066667  0.155556      2      1  0.251852        1     Sporting Kansas City  0.162963  0.437037        1.989732   0.037037     135       1899   2.140741       1.103704       0.658314    0.007407  0.140741         3         1  0.162963           Real Salt Lake    0.014815    0.200000           0.921452      0.037037             98      2013        1.545455        1.000000       1.049115       1  1386461914230
901   733006    1899   2.140741    1.103704    0.658314  0.007407  0.140741      3      1  0.162963        0           Real Salt Lake  0.014815  0.200000        0.921452   0.037037     135        421   2.844444       1.266667       0.690647    0.066667  0.155556         2         1  0.251852     Sporting Kansas City    0.162963    0.437037           1.989732      0.037037             98      2013        0.647059        1.000000       0.953184       1  1386461913236
902   707739     178   5.634409    1.107527    0.834395  0.053763  0.172043      4      0  0.118280        0                Barcelona  0.225806  0.795699        0.370503   0.021505      93        174   3.032258       1.236559       0.708543    0.043011  0.107527         3         1  0.161290            Athletic Club    0.258065    0.645161           2.451481      0.064516             23      2013        0.733333        0.000000       1.177621       0  1385934946691
903   707739     174   3.032258    1.236559    0.708543  0.043011  0.107527      3      1  0.161290        1            Athletic Club  0.258065  0.645161        2.451481   0.064516      93        178   5.634409       1.107527       0.834395    0.053763  0.172043         4         0  0.118280                Barcelona    0.225806    0.795699           0.370503      0.021505             23      2013        1.363636        1.000000       0.849170       3  1385934940237
904   707745     191   7.096774    0.946237    0.881175  0.075269  0.118280      1      3  0.258065        1              Valencia CF  0.451613  1.838710        2.990122   0.107527      93        450   1.892473       0.860215       0.684825    0.010753  0.161290         2         0  0.064516                  Osasuna    0.086022    0.182796           0.154357      0.010753             23      2013        4.000000        3.000000       1.286716       3  1385927498478
905   707745     450   1.892473    0.860215    0.684825  0.010753  0.161290      2      0  0.064516        0                  Osasuna  0.086022  0.182796        0.154357   0.010753      93        191   7.096774       0.946237       0.881175    0.075269  0.118280         1         3  0.258065              Valencia CF    0.451613    1.838710           2.990122      0.107527             23      2013        0.250000        0.000000       0.777173       0  1385927492450
906   707740     179   1.905263    1.200000    0.611486  0.031579  0.136842      7      2  0.136842        0                  Sevilla  0.136842  0.315789        1.377928   0.073684      95       5683   4.526316       1.242105       0.783242    0.084211  0.147368         4         1  0.178947               Granada CF    0.273684    0.642105           1.156044      0.063158             23      2013        0.764706        2.000000       0.780712       3  1385920573670
907   707740    5683   4.526316    1.242105    0.783242  0.084211  0.147368      4      1  0.178947        1               Granada CF  0.273684  0.642105        1.156044   0.063158      95        179   1.905263       1.200000       0.611486    0.031579  0.136842         7         2  0.136842                  Sevilla    0.136842    0.315789           1.377928      0.073684             23      2013        1.307692        0.500000       1.280882       0  1385920550303
908   707741     185   2.744681    1.489362    0.646617  0.085106  0.170213      3      2  0.127660        1               Real Betis  0.202128  0.446809        1.959145   0.053191      94        184   3.542553       1.617021       0.685185    0.042553  0.223404         5         2  0.095745           Rayo Vallecano    0.202128    0.542553           1.649073      0.053191             23      2013        1.333333        1.000000       0.943711       1  1385902335374
909   707741     184   3.542553    1.617021    0.685185  0.042553  0.223404      5      2  0.095745        0           Rayo Vallecano  0.202128  0.542553        1.649073   0.053191      94        185   2.744681       1.489362       0.646617    0.085106  0.170213         3         2  0.127660               Real Betis    0.202128    0.446809           1.959145      0.053191             23      2013        0.750000        1.000000       1.059647       1  1385902319538
910   707742     177   2.032258    1.301075    0.607717  0.053763  0.129032      4      1  0.150538        1                 Espanyol  0.172043  0.322581        1.093258   0.043011      93        188   4.215054       1.473118       0.739623    0.075269  0.182796         3         2  0.161290            Real Sociedad    0.322581    0.645161           1.380144      0.053763             23      2013        0.933333        0.500000       0.821658       0  1385851884850
911   707742     188   4.215054    1.473118    0.739623  0.075269  0.182796      3      2  0.161290        0            Real Sociedad  0.322581  0.645161        1.380144   0.053763      93        177   2.032258       1.301075       0.607717    0.053763  0.129032         4         1  0.150538                 Espanyol    0.172043    0.322581           1.093258      0.043011             23      2013        1.071429        2.000000       1.217051       3  1385851880525
912   707744     186   7.782609    0.934783    0.891656  0.108696  0.086957      1      4  0.282609        1              Real Madrid  0.260870  0.989130        4.090796   0.141304      92        192   3.663043       1.076087       0.771167    0.010870  0.065217         1         0  0.097826          Real Valladolid    0.184783    0.402174           0.302318      0.032609             23      2013        2.888889        4.000000       1.156243       3  1385844657608
913   707744     192   3.663043    1.076087    0.771167  0.010870  0.065217      1      0  0.097826        0          Real Valladolid  0.184783  0.402174        0.302318   0.032609      92        186   7.782609       0.934783       0.891656    0.108696  0.086957         1         4  0.282609              Real Madrid    0.260870    0.989130           4.090796      0.141304             23      2013        0.346154        0.000000       0.864870       0  1385844653419
914   707743    1564   3.086022    1.053763    0.743523  0.032258  0.118280      2      1  0.064516        0                  Almería  0.172043  0.376344        0.652750   0.032258      93        176   4.117021       1.340426       0.752918    0.074468  0.127660         1         3  0.180851            Celta de Vigo    0.553191    1.297872           2.833580      0.063830             23      2013        0.356736        0.333333       0.987522       0  1385837586572
915   707743     176   4.117021    1.340426    0.752918  0.074468  0.127660      1      3  0.180851        1            Celta de Vigo  0.553191  1.297872        2.833580   0.063830      94       1564   3.086022       1.053763       0.743523    0.032258  0.118280         2         1  0.064516                  Almería    0.172043    0.376344           0.652750      0.032258             23      2013        2.803191        3.000000       1.012636       3  1385837579149
916   707736     954   4.021505    1.193548    0.769547  0.096774  0.139785      2      0  0.107527        1                    Elche  0.150538  0.430108        0.105223   0.021505      93        175   3.623656       1.193548       0.750557    0.064516  0.150538         4         2  0.129032       Atlético de Madrid    0.290323    0.655914           1.628037      0.043011             23      2013        0.833333        0.000000       1.025302       0  1385830308469
917   707736     175   3.623656    1.193548    0.750557  0.064516  0.150538      4      2  0.129032        0       Atlético de Madrid  0.290323  0.655914        1.628037   0.043011      93        954   4.021505       1.193548       0.769547    0.096774  0.139785         2         0  0.107527                    Elche    0.150538    0.430108           0.105223      0.021505             23      2013        1.200000        2.000000       0.975322       3  1385830308288
918   707738     449   2.655914    1.215054    0.684211  0.096774  0.118280      1      1  0.075269        1               Villarreal  0.161290  0.462366        1.175964   0.032258      93        182   4.279570       1.301075       0.765385    0.086022  0.129032         4         1  0.086022                   Málaga    0.354839    0.860215           1.012724      0.032258             23      2013        0.875000        1.000000       0.893943       1  1385760516970
919   707738     182   4.279570    1.301075    0.765385  0.086022  0.129032      4      1  0.086022        0                   Málaga  0.354839  0.860215        1.012724   0.032258      93        449   2.655914       1.215054       0.684211    0.096774  0.118280         1         1  0.075269               Villarreal    0.161290    0.462366           1.175964      0.032258             23      2013        1.142857        1.000000       1.118639       1  1385760197600
920   707737     855   2.268817    1.215054    0.649231  0.053763  0.161290      1      0  0.118280        0                  Levante  0.172043  0.440860        0.713405   0.021505      93       1450   3.784946       1.505376       0.713996    0.043011  0.204301         3         1  0.172043                   Getafe    0.236559    0.473118           0.456730      0.021505             23      2013        0.687500        0.000000       0.909292       0  1385758185213
921   707737    1450   3.784946    1.505376    0.713996  0.043011  0.204301      3      1  0.172043        1                   Getafe  0.236559  0.473118        0.456730   0.021505      93        855   2.268817       1.215054       0.649231    0.053763  0.161290         1         0  0.118280                  Levante    0.172043    0.440860           0.713405      0.021505             23      2013        1.454545        1.000000       1.099757       3  1385758182648
922   707729     174   4.333333    1.451613    0.747681  0.032258  0.215054      1      2  0.107527        0            Athletic Club  0.290323  0.612903        1.935992   0.043011      93        182   2.806452       1.279570       0.685039    0.053763  0.096774         6         1  0.086022                   Málaga    0.193548    0.483871           0.432787      0.010753             23      2013        1.250000        2.000000       1.091442       3  1385419806970
923   707729     182   2.806452    1.279570    0.685039  0.053763  0.096774      6      1  0.086022        1                   Málaga  0.193548  0.483871        0.432787   0.010753      93        174   4.333333       1.451613       0.747681    0.032258  0.215054         1         2  0.107527            Athletic Club    0.290323    0.612903           1.935992      0.043011             23      2013        0.800000        0.500000       0.916219       0  1385419805806
924   732712    1581   3.340426    1.648936    0.668085  0.095745  0.191489      1      0  0.191489        1         Portland Timbers  0.340426  0.957447        0.563758   0.021277      94       1899   2.702128       1.265957       0.679144    0.031915  0.148936         2         1  0.074468           Real Salt Lake    0.223404    0.563830           0.652677      0.031915             98      2013        2.571429        0.000000       0.983716       0  1385352578602
925   732712    1899   2.702128    1.265957    0.679144  0.031915  0.148936      2      1  0.074468        0           Real Salt Lake  0.223404  0.563830        0.652677   0.031915      94       1581   3.340426       1.648936       0.668085    0.095745  0.191489         1         0  0.191489         Portland Timbers    0.340426    0.957447           0.563758      0.021277             98      2013        0.388889        1.000000       1.016554       3  1385352578314
926   707731     179   3.293478    1.184783    0.733656  0.032609  0.228261      1      4  0.173913        1                  Sevilla  0.293478  0.565217        2.184031   0.054348      92        185   2.849462       1.301075       0.684755    0.010753  0.161290         6         0  0.086022               Real Betis    0.096774    0.408602           0.088992      0.010753             23      2013        2.021739        4.000000       1.071415       3  1385329877400
927   707731     185   2.849462    1.301075    0.684755  0.010753  0.161290      6      0  0.086022        0               Real Betis  0.096774  0.408602        0.088992   0.010753      93        179   3.293478       1.184783       0.733656    0.032609  0.228261         1         4  0.173913                  Sevilla    0.293478    0.565217           2.184031      0.054348             23      2013        0.494624        0.000000       0.933345       0  1385329871208
928   707726     191   4.978495    1.129032    0.813708  0.075269  0.150538      2      1  0.268817        0              Valencia CF  0.333333  0.774194        2.883296   0.086022      93        954   2.763441       1.053763       0.721910    0.021505  0.107527         2         2  0.096774                    Elche    0.107527    0.365591           0.847461      0.032258             23      2013        2.777778        0.500000       1.127160       0  1385322846222
929   707726     954   2.763441    1.053763    0.721910  0.021505  0.107527      2      2  0.096774        1                    Elche  0.107527  0.365591        0.847461   0.032258      93        191   4.978495       1.129032       0.813708    0.075269  0.150538         2         1  0.268817              Valencia CF    0.333333    0.774194           2.883296      0.086022             23      2013        0.360000        2.000000       0.887185       3  1385322809338
930   707732     184   5.163043    1.315217    0.795645  0.076087  0.130435      4      1  0.163043        1           Rayo Vallecano  0.282609  0.923913        0.997898   0.032609      92        177   1.663043       1.195652       0.579545    0.032609  0.163043         3         4  0.086957                 Espanyol    0.119565    0.326087           0.892699      0.032609             23      2013        1.875000        0.250000       1.372877       0  1385315401804
931   707732     177   1.663043    1.195652    0.579545  0.032609  0.163043      3      4  0.086957        0                 Espanyol  0.119565  0.326087        0.892699   0.032609      92        184   5.163043       1.315217       0.795645    0.076087  0.130435         4         1  0.163043           Rayo Vallecano    0.282609    0.923913           0.997898      0.032609             23      2013        0.533333        4.000000       0.728397       3  1385315398720
932   707728     449   5.217391    0.891304    0.852575  0.043478  0.184783      1      3  0.260870        0               Villarreal  0.347826  0.880435        2.825297   0.108696      92        855   2.771739       1.086957       0.716292    0.054348  0.184783         2         0  0.054348                  Levante    0.141304    0.336957           0.309580      0.010870             23      2013        4.800000        3.000000       1.190262       3  1385298280682
933   707728     855   2.771739    1.086957    0.716292  0.054348  0.184783      2      0  0.054348        1                  Levante  0.141304  0.336957        0.309580   0.010870      92        449   5.217391       0.891304       0.852575    0.043478  0.184783         1         3  0.260870               Villarreal    0.347826    0.880435           2.825297      0.108696             23      2013        0.208333        0.000000       0.840151       0  1385297688328
934   732704     421   3.631579    1.084211    0.768374  0.042105  0.147368      0      2  0.147368        1     Sporting Kansas City  0.126316  0.400000        1.040028   0.031579      95       1897   3.170213       1.287234       0.709524    0.010638  0.148936         2         1  0.085106           Houston Dynamo    0.170213    0.585106           0.450465      0.021277             98      2013        1.731579        2.000000       1.082943       3  1385261269604
935   732704    1897   3.170213    1.287234    0.709524  0.010638  0.148936      2      1  0.085106        0           Houston Dynamo  0.170213  0.585106        0.450465   0.021277      94        421   3.631579       1.084211       0.768374    0.042105  0.147368         0         2  0.147368     Sporting Kansas City    0.126316    0.400000           1.040028      0.031579             98      2013        0.577508        0.500000       0.923409       0  1385261267244
936   707727     175   5.698925    1.182796    0.826833  0.086022  0.129032      2      7  0.268817        1       Atlético de Madrid  0.473118  1.225806        5.346390   0.150538      93       1450   2.430108       1.225806       0.662757    0.032258  0.107527         4         0  0.032258                   Getafe    0.075269    0.193548           0.179694      0.010753             23      2013        8.333333        7.000000       1.247567       3  1385247231394
937   707727    1450   2.430108    1.225806    0.662757  0.032258  0.107527      4      0  0.032258        0                   Getafe  0.075269  0.193548        0.179694   0.010753      93        175   5.698925       1.182796       0.826833    0.086022  0.129032         2         7  0.268817       Atlético de Madrid    0.473118    1.225806           5.346390      0.150538             23      2013        0.120000        0.000000       0.801560       0  1385247227141
938   707734    1564   3.630435    1.021739    0.778555  0.010870  0.076087      1      0  0.130435        1                  Almería  0.032609  0.282609        0.558229   0.032609      92        186   6.097826       0.913043       0.868421    0.065217  0.163043         2         5  0.380435              Real Madrid    0.304348    0.728261           4.614284      0.173913             23      2013        0.342857        0.000000       0.896518       0  1385239915241
939   707734     186   6.097826    0.913043    0.868421  0.065217  0.163043      2      5  0.380435        0              Real Madrid  0.304348  0.728261        4.614284   0.173913      92       1564   3.630435       1.021739       0.778555    0.010870  0.076087         1         0  0.130435                  Almería    0.032609    0.282609           0.558229      0.032609             23      2013        2.916667        5.000000       1.115427       3  1385239914984
940   707733     176   3.010753    1.150538    0.721649  0.032258  0.118280      4      3  0.107527        0            Celta de Vigo  0.118280  0.419355        1.252881   0.043011      93        188   3.569892       1.322581       0.728070    0.075269  0.258065         2         4  0.247312            Real Sociedad    0.419355    0.752688           4.229497      0.118280             23      2013        0.434783        0.750000       0.991181       0  1385232688254
941   707733     188   3.569892    1.322581    0.728070  0.075269  0.258065      2      4  0.247312        1            Real Sociedad  0.419355  0.752688        4.229497   0.118280      93        176   3.010753       1.150538       0.721649    0.032258  0.118280         4         3  0.107527            Celta de Vigo    0.118280    0.419355           1.252881      0.043011             23      2013        2.300000        1.333333       1.008897       3  1385232614527
