matchid  teamid     passes  bad_passes  pass_ratio   corners     fouls  cards  goals     shots  is_home                team_name   pass_80   pass_70  expected_goals  on_target  length  op_teamid  op_passes  op_bad_passes  op_pass_ratio  op_corners  op_fouls  op_cards  op_goals  op_shots             op_team_name  op_pass_80  op_pass_70  op_expected_goals  op_on_target  competitionid  seasonid  shots_op_ratio  goals_op_ratio  pass_op_ratio  points      timestamp
2555  456517     182   4.744681    1.510638    0.757216  0.053191  0.085106      2      1  0.117021        1                   Málaga  0.361702  1.212766        2.924127   0.074468      94        176   2.542553       1.308511       0.658402    0.042553  0.117021         4         1  0.117021            Celta de Vigo    0.180851    0.468085           1.174541      0.053191             23      2012        1.000000        1.000000       1.150081       1  1358635812901
2556  456521    1450   2.430108    1.333333    0.643875  0.032258  0.107527      4      1  0.086022        1                   Getafe  0.053763  0.279570        0.180843   0.021505      93        179   4.569892       1.333333       0.772727    0.086022  0.096774         2         1  0.139785                  Sevilla    0.301075    0.634409           0.876809      0.032258             23      2012        0.615385        1.000000       0.833250       1  1358628624536
2557  456521     179   4.569892    1.333333    0.772727  0.086022  0.096774      2      1  0.139785        0                  Sevilla  0.301075  0.634409        0.876809   0.032258      93       1450   2.430108       1.333333       0.643875    0.032258  0.107527         4         1  0.086022                   Getafe    0.053763    0.279570           0.180843      0.021505             23      2012        1.625000        1.000000       1.200121       1  1358628582933
2558  442226      35   3.606383    1.074468    0.768707  0.085106  0.106383      3      2  0.308511        1     West Bromwich Albion  0.457447  0.914894        1.897920   0.063830      94          7   2.606383       0.904255       0.740181    0.085106  0.085106         3         2  0.159574              Aston Villa    0.212766    0.468085           1.574282      0.063830              8      2012        1.933333        1.000000       1.038539       1  1358623661596
2559  442226       7   2.606383    0.904255    0.740181  0.085106  0.085106      3      2  0.159574        0              Aston Villa  0.212766  0.468085        1.574282   0.063830      94         35   3.606383       1.074468       0.768707    0.085106  0.106383         3         2  0.308511     West Bromwich Albion    0.457447    0.914894           1.897920      0.063830              8      2012        0.517241        1.000000       0.962891       1  1358623660340
2560  456518     188   2.804348    1.043478    0.726761  0.032609  0.163043      3      3  0.152174        1            Real Sociedad  0.260870  0.586957        1.494746   0.065217      92        178   7.173913       1.097826       0.866142    0.065217  0.152174         4         2  0.086957                Barcelona    0.239130    0.815217           1.589139      0.054348             23      2012        1.750000        1.500000       0.839078       3  1358621563782
2561  456518     178   7.173913    1.097826    0.866142  0.065217  0.152174      4      2  0.086957        0                Barcelona  0.239130  0.815217        1.589139   0.054348      92        188   2.804348       1.043478       0.726761    0.032609  0.163043         3         3  0.152174            Real Sociedad    0.260870    0.586957           1.494746      0.065217             23      2012        0.571429        0.666667       1.191784       0  1358621356343
2562  442228      56   2.157895    1.000000    0.681063  0.000000  0.115789      2      3  0.126316        0               Sunderland  0.189474  0.305263        1.678799   0.042105      95        111   6.000000       1.252632       0.826087    0.094737  0.178947         3         2  0.242105           Wigan Athletic    0.442105    1.052632           1.565774      0.063158              8      2012        0.521739        1.500000       0.824445       3  1358614733700
2563  442228     111   6.000000    1.252632    0.826087  0.094737  0.178947      3      2  0.242105        1           Wigan Athletic  0.442105  1.052632        1.565774   0.063158      95         56   2.157895       1.000000       0.681063    0.000000  0.115789         2         3  0.126316               Sunderland    0.189474    0.305263           1.678799      0.042105              8      2012        1.916667        0.666667       1.212937       0  1358614713760
2564  442227      52   1.489362    1.148936    0.562249  0.021277  0.074468      0      1  0.095745        0      Queens Park Rangers  0.053191  0.180851        0.286682   0.021277      94         21   4.297872       1.712766       0.713781    0.127660  0.127660         1         1  0.244681          West Ham United    0.627660    1.244681           3.937008      0.085106              8      2012        0.391304        1.000000       0.787705       1  1358614701631
2565  442227      21   4.297872    1.712766    0.713781  0.127660  0.127660      1      1  0.244681        1          West Ham United  0.627660  1.244681        3.937008   0.085106      94         52   1.489362       1.148936       0.562249    0.021277  0.074468         0         1  0.095745      Queens Park Rangers    0.053191    0.180851           0.286682      0.021277              8      2012        2.555556        1.000000       1.269510       1  1358614697121
2566  442221      54   5.414894    1.074468    0.833061  0.021277  0.148936      2      0  0.021277        0                   Fulham  0.265957  0.882979        0.643411   0.010638      94         43   4.489362       0.957447       0.822612    0.010638  0.063830         1         2  0.212766          Manchester City    0.180851    0.638298           1.884331      0.063830              8      2012        0.100000        0.000000       1.012702       0  1358614654457
2567  442221      43   4.489362    0.957447    0.822612  0.010638  0.063830      1      2  0.212766        1          Manchester City  0.180851  0.638298        1.884331   0.063830      94         54   5.414894       1.074468       0.833061    0.021277  0.148936         2         0  0.021277                   Fulham    0.265957    0.882979           0.643411      0.010638              8      2012       10.000000        2.000000       0.987458       3  1358614651545
2568  442220      14   7.173913    0.902174    0.887097  0.097826  0.086957      1      5  0.195652        1                Liverpool  0.336957  1.054348        2.375620   0.086957      92         45   2.728261       1.206522       0.691460    0.043478  0.108696         1         0  0.054348             Norwich City    0.184783    0.500000           0.464802      0.010870              8      2012        3.600000        5.000000       1.282933       3  1358614520787
2569  442220      45   2.728261    1.206522    0.691460  0.043478  0.108696      1      0  0.054348        0             Norwich City  0.184783  0.500000        0.464802   0.010870      92         14   7.173913       0.902174       0.887097    0.097826  0.086957         1         5  0.195652                Liverpool    0.336957    1.054348           2.375620      0.086957              8      2012        0.277778        0.000000       0.779464       0  1358614520114
2570  442224      80   5.247312    1.010753    0.837050  0.075269  0.107527      0      3  0.161290        1             Swansea City  0.387097  0.838710        0.547329   0.021505      93        110   3.602151       1.247312       0.741150    0.064516  0.118280         0         1  0.107527               Stoke City    0.150538    0.408602           0.661088      0.021505              8      2012        1.500000        3.000000       1.129392       3  1358614506310
2571  442224     110   3.602151    1.247312    0.741150  0.064516  0.118280      0      1  0.107527        0               Stoke City  0.150538  0.408602        0.661088   0.021505      93         80   5.247312       1.010753       0.837050    0.075269  0.107527         0         3  0.161290             Swansea City    0.387097    0.838710           0.547329      0.021505              8      2012        0.666667        0.333333       0.885432       0  1358614505383
2572  442222       4   4.202128    1.276596    0.765504  0.063830  0.106383      2      1  0.170213        1         Newcastle United  0.255319  0.595745        1.650337   0.063830      94        108   3.031915       1.425532       0.678571    0.021277  0.106383         3         2  0.074468                  Reading    0.117021    0.308511           1.274903      0.021277              8      2012        2.285714        0.500000       1.128111       0  1358614452819
2573  442222     108   3.031915    1.425532    0.678571  0.021277  0.106383      3      2  0.074468        0                  Reading  0.117021  0.308511        1.274903   0.021277      94          4   4.202128       1.276596       0.765504    0.063830  0.106383         2         1  0.170213         Newcastle United    0.255319    0.595745           1.650337      0.063830              8      2012        0.437500        2.000000       0.886438       3  1358614449786
2574  456522    5683   2.293478    1.163043    0.661442  0.054348  0.130435      2      2  0.141304        1               Granada CF  0.184783  0.358696        0.962118   0.054348      92        184   4.206522       1.239130       0.770916    0.108696  0.163043         4         0  0.163043           Rayo Vallecano    0.293478    0.771739           1.263923      0.032609             23      2012        0.866667        2.000000       0.857995       3  1358614275690
2575  456522     184   4.206522    1.239130    0.770916  0.108696  0.163043      4      0  0.163043        0           Rayo Vallecano  0.293478  0.771739        1.263923   0.032609      92       5683   2.293478       1.163043       0.661442    0.054348  0.130435         2         2  0.141304               Granada CF    0.184783    0.358696           0.962118      0.054348             23      2012        1.153846        0.000000       1.165509       0  1358614267450
2576  456516     177   3.305263    1.663158    0.663848  0.084211  0.178947      4      3  0.189474        1                 Espanyol  0.221053  0.578947        1.447009   0.052632      95        181   2.610526       1.547368       0.626263    0.021053  0.189474         3         2  0.115789                 Mallorca    0.094737    0.178947           0.824254      0.031579             23      2012        1.636364        1.500000       1.060015       3  1358546453300
2577  456516     181   2.610526    1.547368    0.626263  0.021053  0.189474      3      2  0.115789        0                 Mallorca  0.094737  0.178947        0.824254   0.031579      95        177   3.305263       1.663158       0.663848    0.084211  0.178947         4         3  0.189474                 Espanyol    0.221053    0.578947           1.447009      0.052632             23      2012        0.611111        0.666667       0.943383       0  1358546452518
2578  442159      20   3.734043    1.148936    0.763043  0.031915  0.117021      0      2  0.063830        0              Southampton  0.117021  0.521277        0.772139   0.021277      94          8   5.595745       1.191489       0.823161    0.042553  0.117021         1         2  0.191489                  Chelsea    0.308511    0.723404           0.751635      0.031915              8      2012        0.333333        1.000000       0.926967       1  1358372510839
2579  442159       8   5.595745    1.191489    0.823161  0.042553  0.117021      1      2  0.191489        1                  Chelsea  0.308511  0.723404        0.751635   0.031915      94         20   3.734043       1.148936       0.763043    0.031915  0.117021         0         2  0.063830              Southampton    0.117021    0.521277           0.772139      0.021277              8      2012        3.000000        1.000000       1.078787       1  1358372487126
2580  456503    5683   3.882979    1.361702    0.738866  0.074468  0.191489      2      2  0.117021        0               Granada CF  0.212766  0.712766        0.207337   0.010638      94       1450   2.659574       1.287234       0.672043    0.010638  0.138298         4         2  0.095745                   Getafe    0.212766    0.372340           2.267782      0.074468             23      2012        1.222222        1.000000       1.099433       1  1358196766145
2581  456503    1450   2.659574    1.287234    0.672043  0.010638  0.138298      4      2  0.095745        1                   Getafe  0.212766  0.372340        2.267782   0.074468      94       5683   3.882979       1.361702       0.738866    0.074468  0.191489         2         2  0.117021               Granada CF    0.212766    0.712766           0.207337      0.010638             23      2012        0.818182        1.000000       0.909560       1  1358196765900
2582  456507     178   8.097826    0.956522    0.893285  0.054348  0.184783      2      3  0.130435        0                Barcelona  0.250000  1.347826        1.175535   0.043478      92        182   4.152174       0.967391       0.809322    0.021739  0.152174         1         1  0.076087                   Málaga    0.173913    0.565217           0.464802      0.010870             23      2012        1.714286        3.000000       1.103745       3  1358113904980
2583  456507     182   4.152174    0.967391    0.809322  0.021739  0.152174      1      1  0.076087        1                   Málaga  0.173913  0.565217        0.464802   0.010870      92        178   8.097826       0.956522       0.893285    0.054348  0.184783         2         3  0.130435                Barcelona    0.250000    1.347826           1.175535      0.043478             23      2012        0.583333        0.333333       0.906006       0  1358113904850
2584  456510     175   4.322581    1.279570    0.770115  0.107527  0.172043      1      2  0.150538        1       Atlético de Madrid  0.344086  0.795699        1.050110   0.043011      93        190   3.569892       1.311828       0.729670    0.043011  0.129032         3         0  0.043011            Real Zaragoza    0.075269    0.311828           0.130971      0.010753             23      2012        3.500000        2.000000       1.055429       3  1358106724748
2585  456510     190   3.569892    1.311828    0.729670  0.043011  0.129032      3      0  0.043011        0            Real Zaragoza  0.075269  0.311828        0.130971   0.010753      93        175   4.322581       1.279570       0.770115    0.107527  0.172043         1         2  0.150538       Atlético de Madrid    0.344086    0.795699           1.050110      0.043011             23      2012        0.285714        0.000000       0.947482       0  1358106721474
2586  442209       3   3.347368    1.252632    0.726027  0.021053  0.200000      3      0  0.094737        1                  Arsenal  0.221053  0.578947        0.544147   0.021053      95         43   5.452632       1.210526       0.817035    0.073684  0.126316         5         2  0.189474          Manchester City    0.431579    0.989474           1.622823      0.042105              8      2012        0.500000        0.000000       0.888613       0  1358099720546
2587  442209      43   5.452632    1.210526    0.817035  0.073684  0.126316      5      2  0.189474        0          Manchester City  0.431579  0.989474        1.622823   0.042105      95          3   3.347368       1.252632       0.726027    0.021053  0.200000         3         0  0.094737                  Arsenal    0.221053    0.578947           0.544147      0.021053              8      2012        2.000000        2.000000       1.125350       3  1358099719730
2588  456506     180   2.849462    1.204301    0.701058  0.043011  0.107527      5      1  0.215054        0   Deportivo de La Coruña  0.118280  0.537634        1.168689   0.075269      93        188   4.559140       1.419355       0.761221    0.086022  0.150538         3         1  0.118280            Real Sociedad    0.365591    0.827957           0.947972      0.032258             23      2012        1.818182        1.000000       0.920966       1  1358099586607
2589  456506     188   4.559140    1.419355    0.761221  0.086022  0.150538      3      1  0.118280        1            Real Sociedad  0.365591  0.827957        0.947972   0.032258      93        180   2.849462       1.204301       0.701058    0.043011  0.107527         5         1  0.215054   Deportivo de La Coruña    0.118280    0.537634           1.168689      0.075269             23      2012        0.550000        1.000000       1.085817       1  1358099572720
2590  442213      14   4.680851    0.978723    0.825516  0.010638  0.148936      4      1  0.138298        0                Liverpool  0.085106  0.521277        1.152330   0.031915      94          1   3.914894       0.936170       0.805252    0.031915  0.170213         1         2  0.159574        Manchester United    0.265957    0.691489           1.558677      0.042553              8      2012        0.866667        0.500000       1.025165       0  1358090903826
2591  442213       1   3.914894    0.936170    0.805252  0.031915  0.170213      1      2  0.159574        1        Manchester United  0.265957  0.691489        1.558677   0.042553      94         14   4.680851       0.978723       0.825516    0.010638  0.148936         4         1  0.138298                Liverpool    0.085106    0.521277           1.152330      0.031915              8      2012        1.153846        2.000000       0.975453       3  1358090899512
2592  456511     855   3.118280    1.473118    0.677570  0.043011  0.172043      4      0  0.096774        0                  Levante  0.086022  0.483871        0.700069   0.032258      93        185   3.774194       1.376344       0.731250    0.064516  0.182796         2         2  0.139785               Real Betis    0.150538    0.408602           0.762684      0.043011             23      2012        0.692308        0.000000       0.926592       0  1358081246908
2593  456511     185   3.774194    1.376344    0.731250  0.064516  0.182796      2      2  0.139785        1               Real Betis  0.150538  0.408602        0.762684   0.043011      93        855   3.118280       1.473118       0.677570    0.043011  0.172043         4         0  0.096774                  Levante    0.086022    0.483871           0.700069      0.032258             23      2012        1.444444        2.000000       1.079224       3  1358081242900
2594  456504     191   4.494624    0.935484    0.826087  0.064516  0.150538      3      2  0.161290        1                 Valencia  0.258065  0.806452        1.517614   0.032258      93        179   3.258065       1.236559       0.723150    0.010753  0.225806         2         0  0.064516                  Sevilla    0.236559    0.451613           0.237749      0.010753             23      2012        2.500000        2.000000       1.142345       3  1358031141989
2595  456504     179   3.258065    1.236559    0.723150  0.010753  0.225806      2      0  0.064516        0                  Sevilla  0.236559  0.451613        0.237749   0.010753      93        191   4.494624       0.935484       0.826087    0.064516  0.150538         3         2  0.161290                 Valencia    0.258065    0.806452           1.517614      0.032258             23      2012        0.400000        0.000000       0.875393       0  1358031140986
2596  456505     450   2.580645    1.870968    0.578313  0.075269  0.139785      4      0  0.139785        1                  Osasuna  0.172043  0.559140        0.241395   0.021505      93        186   2.548387       1.849462       0.578049    0.064516  0.161290         4         0  0.096774              Real Madrid    0.107527    0.301075           0.154357      0.010753             23      2012        1.444444        0.000000       1.000458       1  1358023822300
2597  456505     186   2.548387    1.849462    0.578049  0.064516  0.161290      4      0  0.096774        0              Real Madrid  0.107527  0.301075        0.154357   0.010753      93        450   2.580645       1.870968       0.578313    0.075269  0.139785         4         0  0.139785                  Osasuna    0.172043    0.559140           0.241395      0.021505             23      2012        0.692308        0.000000       0.999543       1  1358023814337
2598  456508     176   4.382979    1.425532    0.753199  0.085106  0.202128      1      0  0.127660        0            Celta de Vigo  0.170213  0.457447        0.289969   0.010638      94        177   2.372340       1.287234       0.646377    0.074468  0.202128         6         1  0.148936                 Espanyol    0.234043    0.553191           1.367251      0.042553             23      2012        0.857143        0.000000       1.165263       0  1358016832412
2599  456508     177   2.372340    1.287234    0.646377  0.074468  0.202128      6      1  0.148936        1                 Espanyol  0.234043  0.553191        1.367251   0.042553      94        176   4.382979       1.425532       0.753199    0.085106  0.202128         1         0  0.127660            Celta de Vigo    0.170213    0.457447           0.289969      0.010638             23      2012        1.166667        1.000000       0.858175       3  1358016826469
2600  442216      35   2.776596    1.372340    0.667519  0.042553  0.085106      1      2  0.127660        0     West Bromwich Albion  0.265957  0.585106        1.820310   0.053191      94        108   4.042553       1.606383       0.714286    0.085106  0.148936         1         3  0.085106                  Reading    0.329787    0.765957           2.021602      0.053191              8      2012        1.500000        0.666667       0.934527       0  1358010118314
2601  442216     108   4.042553    1.606383    0.714286  0.085106  0.148936      1      3  0.085106        1                  Reading  0.329787  0.765957        2.021602   0.053191      94         35   2.776596       1.372340       0.667519    0.042553  0.085106         1         2  0.127660     West Bromwich Albion    0.265957    0.585106           1.820310      0.053191              8      2012        0.666667        1.500000       1.070060       3  1358010115171
2602  442212     111   4.208333    1.166667    0.781431  0.083333  0.093750      1      1  0.166667        0           Wigan Athletic  0.281250  0.614583        1.729617   0.072917      96         54   4.197917       1.114583       0.788650    0.062500  0.177083         0         1  0.125000                   Fulham    0.364583    0.927083           0.142439      0.010417              8      2012        1.333333        1.000000       0.990847       1  1358010055481
2603  442212      54   4.197917    1.114583    0.788650  0.062500  0.177083      0      1  0.125000        1                   Fulham  0.364583  0.927083        0.142439   0.010417      96        111   4.208333       1.166667       0.781431    0.083333  0.093750         1         1  0.166667           Wigan Athletic    0.281250    0.614583           1.729617      0.072917              8      2012        0.750000        1.000000       1.009237       1  1358010054692
2604  442210       7   3.000000    1.520833    0.662069  0.093750  0.062500      1      0  0.166667        1              Aston Villa  0.302083  0.770833        1.771414   0.062500      96         20   2.979167       1.322917       0.690821    0.052083  0.114583         1         1  0.156250              Southampton    0.354167    0.854167           0.881519      0.041667              8      2012        1.066667        0.000000       0.958380       0  1358009761915
2605  442210      20   2.979167    1.322917    0.690821  0.052083  0.114583      1      1  0.156250        0              Southampton  0.354167  0.854167        0.881519   0.041667      96          7   3.000000       1.520833       0.662069    0.093750  0.062500         1         0  0.166667              Aston Villa    0.302083    0.770833           1.771414      0.062500              8      2012        0.937500        1.000000       1.043428       3  1358009718396
2606  442211      80   3.648936    1.382979    0.723629  0.010638  0.138298      4      0  0.042553        0             Swansea City  0.180851  0.638298        0.307507   0.031915      94         11   4.904255       1.276596       0.792096    0.074468  0.106383         1         0  0.191489                  Everton    0.436170    1.031915           1.172742      0.053191              8      2012        0.222222        0.000000       0.913562       1  1358009694211
2607  442211      11   4.904255    1.276596    0.792096  0.074468  0.106383      1      0  0.191489        1                  Everton  0.436170  1.031915        1.172742   0.053191      94         80   3.648936       1.382979       0.723629    0.010638  0.138298         4         0  0.042553             Swansea City    0.180851    0.638298           0.307507      0.031915              8      2012        4.500000        0.000000       1.094617       1  1358009692540
2608  442214      45   4.118280    1.677419    0.709259  0.053763  0.096774      0      0  0.129032        1             Norwich City  0.258065  0.849462        0.867762   0.032258      93          4   3.408602       1.236559       0.732102    0.043011  0.053763         1         0  0.086022         Newcastle United    0.075269    0.333333           0.396618      0.021505              8      2012        1.500000        0.000000       0.968799       1  1358009658944
2609  442214       4   3.408602    1.236559    0.732102  0.043011  0.053763      1      0  0.086022        0         Newcastle United  0.075269  0.333333        0.396618   0.021505      93         45   4.118280       1.677419       0.709259    0.053763  0.096774         0         0  0.129032             Norwich City    0.258065    0.849462           0.867762      0.032258              8      2012        0.666667        0.000000       1.032206       1  1358009657212
2610  442218      21   3.741935    1.387097    0.728033  0.053763  0.107527      3      0  0.118280        0          West Ham United  0.161290  0.569892        0.968198   0.032258      93         56   3.344086       1.322581       0.714943    0.043011  0.150538         0         3  0.193548               Sunderland    0.139785    0.387097           2.697423      0.086022              8      2012        0.611111        0.000000       1.018310       0  1358009577910
2611  442218      56   3.344086    1.322581    0.714943  0.043011  0.150538      0      3  0.193548        1               Sunderland  0.139785  0.387097        2.697423   0.086022      93         21   3.741935       1.387097       0.728033    0.053763  0.107527         3         0  0.118280          West Ham United    0.161290    0.569892           0.968198      0.032258              8      2012        1.636364        3.000000       0.982019       3  1358009577527
2612  442217       8   3.946237    1.290323    0.752049  0.075269  0.150538      0      4  0.139785        0                  Chelsea  0.333333  0.698925        1.447814   0.053763      93        110   2.634409       1.430108       0.646438    0.064516  0.096774         1         0  0.150538               Stoke City    0.182796    0.505376           1.502410      0.053763              8      2012        0.928571        4.000000       1.163374       3  1358009558900
2613  442217     110   2.634409    1.430108    0.646438  0.064516  0.096774      1      0  0.150538        1               Stoke City  0.182796  0.505376        1.502410   0.053763      93          8   3.946237       1.290323       0.752049    0.075269  0.150538         0         4  0.139785                  Chelsea    0.333333    0.698925           1.447814      0.053763              8      2012        1.076923        0.000000       0.859569       0  1358009554997
2614  456509     181   2.397849    1.301075    0.646377  0.053763  0.150538      4      1  0.129032        0                 Mallorca  0.172043  0.333333        0.840782   0.032258      93        192   5.043011       1.526882       0.766340    0.075269  0.096774         2         3  0.150538          Real Valladolid    0.150538    0.516129           1.201285      0.053763             23      2012        0.857143        0.333333       0.843460       0  1358009485927
2615  456509     192   5.043011    1.526882    0.766340  0.075269  0.096774      2      3  0.150538        1          Real Valladolid  0.150538  0.516129        1.201285   0.053763      93        181   2.397849       1.301075       0.646377    0.053763  0.150538         4         1  0.129032                 Mallorca    0.172043    0.333333           0.840782      0.032258             23      2012        1.166667        3.000000       1.185593       3  1358009470141
2616  442215       6   5.815217    1.054348    0.845182  0.065217  0.119565      1      0  0.195652        0        Tottenham Hotspur  0.152174  0.869565        1.876711   0.065217      92         52   2.989130       1.358696       0.685786    0.021739  0.097826         1         0  0.043478      Queens Park Rangers    0.195652    0.456522           0.000000      0.000000              8      2012        4.500000        0.000000       1.232429       1  1358001452390
2617  442215      52   2.989130    1.358696    0.685786  0.021739  0.097826      1      0  0.043478        1      Queens Park Rangers  0.195652  0.456522        0.000000   0.000000      92          6   5.815217       1.054348       0.845182    0.065217  0.119565         1         0  0.195652        Tottenham Hotspur    0.152174    0.869565           1.876711      0.065217              8      2012        0.222222        0.000000       0.811406       1  1358001452333
2618  456512     184   2.368421    1.136842    0.673653  0.042105  0.157895      6      2  0.126316        0           Rayo Vallecano  0.052632  0.210526        0.876161   0.052632      95        174   3.400000       1.463158       0.697624    0.084211  0.242105         4         1  0.189474            Athletic Club    0.178947    0.431579           2.405947      0.084211             23      2012        0.666667        2.000000       0.965638       3  1357943126660
2619  456512     174   3.400000    1.463158    0.697624  0.084211  0.242105      4      1  0.189474        1            Athletic Club  0.178947  0.431579        2.405947   0.084211      95        184   2.368421       1.136842       0.673653    0.042105  0.157895         6         2  0.126316           Rayo Vallecano    0.052632    0.210526           0.876161      0.052632             23      2012        1.500000        0.500000       1.035584       0  1357943119858
2620  456493    1450   2.436170    1.446809    0.625683  0.021277  0.180851      3      1  0.117021        0                   Getafe  0.127660  0.244681        1.055195   0.053191      94        184   3.712766       1.531915       0.706478    0.074468  0.159574         1         3  0.255319           Rayo Vallecano    0.393617    0.712766           2.242583      0.106383             23      2012        0.458333        0.333333       0.885637       0  1357591810437
2621  456493     184   3.712766    1.531915    0.706478  0.074468  0.159574      1      3  0.255319        1           Rayo Vallecano  0.393617  0.712766        2.242583   0.106383      94       1450   2.436170       1.446809       0.625683    0.021277  0.180851         3         1  0.117021                   Getafe    0.127660    0.244681           1.055195      0.053191             23      2012        2.181818        3.000000       1.129130       3  1357591809313
2622  456500     181   2.297872    1.340426    0.629738  0.021277  0.148936      1      1  0.063830        1                 Mallorca  0.095745  0.329787        0.408535   0.021277      94        175   4.436170       1.329787       0.767956    0.117021  0.159574         3         1  0.159574       Atlético de Madrid    0.382979    0.797872           2.211527      0.074468             23      2012        0.400000        1.000000       0.820018       1  1357509228388
2623  456500     175   4.436170    1.329787    0.767956  0.117021  0.159574      3      1  0.159574        0       Atlético de Madrid  0.382979  0.797872        2.211527   0.074468      94        181   2.297872       1.340426       0.629738    0.021277  0.148936         1         1  0.063830                 Mallorca    0.095745    0.329787           0.408535      0.021277             23      2012        2.500000        1.000000       1.219485       1  1357509221912
2624  456498     177   2.076087    1.108696    0.649660  0.010870  0.032609      4      0  0.054348        0                 Espanyol  0.054348  0.250000        0.377385   0.010870      92        178   9.489130       1.086957       0.896304    0.076087  0.184783         0         4  0.206522                Barcelona    0.423913    1.586957           2.745104      0.076087             23      2012        0.263158        0.000000       0.724821       0  1357501910627
2625  456498     178   9.489130    1.086957    0.896304  0.076087  0.184783      0      4  0.206522        1                Barcelona  0.423913  1.586957        2.745104   0.076087      92        177   2.076087       1.108696       0.649660    0.010870  0.032609         4         0  0.054348                 Espanyol    0.054348    0.250000           0.377385      0.010870             23      2012        3.800000        4.000000       1.379651       3  1357501909862
2626  456496     188   4.193548    1.193548    0.776892  0.096774  0.129032      7      3  0.172043        0            Real Sociedad  0.311828  0.752688        1.117915   0.043011      93        186   3.161290       1.000000       0.757732    0.043011  0.129032         3         4  0.268817              Real Madrid    0.129032    0.569892           2.794683      0.096774             23      2012        0.640000        0.750000       1.025287       0  1357494795765
2627  456496     186   3.161290    1.000000    0.757732  0.043011  0.129032      3      4  0.268817        1              Real Madrid  0.129032  0.569892        2.794683   0.096774      93        188   4.193548       1.193548       0.776892    0.096774  0.129032         7         3  0.172043            Real Sociedad    0.311828    0.752688           1.117915      0.043011             23      2012        1.562500        1.333333       0.975337       3  1357494795153
2628  456499     176   3.946237    1.258065    0.756701  0.043011  0.215054      2      3  0.150538        1            Celta de Vigo  0.258065  0.602151        1.100912   0.053763      93        192   4.053763       1.376344       0.745059    0.053763  0.150538         3         1  0.129032          Real Valladolid    0.268817    0.645161           1.028560      0.032258             23      2012        1.166667        3.000000       1.015625       3  1357477006371
2629  456499     192   4.053763    1.376344    0.745059  0.053763  0.150538      3      1  0.129032        0          Real Valladolid  0.268817  0.645161        1.028560   0.032258      93        176   3.946237       1.258065       0.756701    0.043011  0.215054         2         3  0.150538            Celta de Vigo    0.258065    0.602151           1.100912      0.053763             23      2012        0.857143        0.333333       0.984615       0  1357476992381
2630  456495     179   3.666667    1.580645    0.697342  0.118280  0.139785      2      1  0.182796        1                  Sevilla  0.376344  0.698925        2.751860   0.075269      93        450   2.967742       1.655914       0.640371    0.139785  0.096774         1         0  0.096774                  Osasuna    0.172043    0.462366           0.809307      0.032258             23      2012        1.888889        1.000000       1.088964       3  1357426267990
2631  456495     450   2.967742    1.655914    0.640371  0.139785  0.096774      1      0  0.096774        0                  Osasuna  0.172043  0.462366        0.809307   0.032258      93        179   3.666667       1.580645       0.697342    0.118280  0.139785         2         1  0.182796                  Sevilla    0.376344    0.698925           2.751860      0.075269             23      2012        0.529412        0.000000       0.918304       0  1357426266820
2632  456497     182   5.053191    1.148936    0.813356  0.074468  0.255319      3      0  0.095745        0                   Málaga  0.191489  0.723404        0.594458   0.031915      94        180   2.510638       1.127660       0.688047    0.031915  0.170213         4         1  0.127660   Deportivo de La Coruña    0.180851    0.606383           1.321071      0.042553             23      2012        0.750000        0.000000       1.182124       0  1357419250868
2633  456497     180   2.510638    1.127660    0.688047  0.031915  0.170213      4      1  0.127660        1   Deportivo de La Coruña  0.180851  0.606383        1.321071   0.042553      94        182   5.053191       1.148936       0.813356    0.074468  0.255319         3         0  0.095745                   Málaga    0.191489    0.723404           0.594458      0.031915             23      2012        1.333333        1.000000       0.845935       3  1357419249513
2634  456494    5683   1.591398    1.075269    0.594378  0.010753  0.107527      5      1  0.032258        1               Granada CF  0.086022  0.225806        0.631564   0.021505      93        191   6.010753       0.881720       0.870717    0.118280  0.172043         3         2  0.301075                 Valencia    0.473118    1.215054           2.515457      0.086022             23      2012        0.107143        0.500000       0.682630       0  1357412103440
2635  456494     191   6.010753    0.881720    0.870717  0.118280  0.172043      3      2  0.301075        0                 Valencia  0.473118  1.215054        2.515457   0.086022      93       5683   1.591398       1.075269       0.594378    0.010753  0.107527         5         1  0.032258               Granada CF    0.086022    0.225806           0.631564      0.021505             23      2012        9.333333        2.000000       1.464922       3  1357412091550
2636  456502     855   2.677419    1.236559    0.682192  0.096774  0.129032      3      3  0.118280        1                  Levante  0.290323  0.612903        1.790955   0.053763      93        174   5.483871       0.946237       0.851419    0.043011  0.161290         4         1  0.118280            Athletic Club    0.064516    0.397849           1.363860      0.064516             23      2012        1.000000        3.000000       0.801241       3  1357404535625
2637  456502     174   5.483871    0.946237    0.851419  0.043011  0.161290      4      1  0.118280        0            Athletic Club  0.064516  0.397849        1.363860   0.064516      93        855   2.677419       1.236559       0.682192    0.096774  0.129032         3         3  0.118280                  Levante    0.290323    0.612903           1.790955      0.053763             23      2012        1.000000        0.333333       1.248064       0  1357404533693
