     matchid  teamid  op_teamid  competitionid  seasonid  is_home                team_name             op_team_name                   timestamp  goals  op_goals  points  avg_points  avg_goals  op_avg_goals   pass_70   pass_80  op_pass_70  op_pass_80  expected_goals  op_expected_goals    passes  bad_passes  pass_ratio   corners     fouls     cards     shots  op_passes  op_bad_passes  op_corners  op_fouls  op_cards  op_shots  goals_op_ratio  shots_op_ratio  pass_op_ratio
40    741509    1616       1897             98      2014        1          Montreal Impact           Houston Dynamo  2014-06-30 00:30:00.000000      3         0       3    0.833333   1.000000      2.000000  0.350459  0.125126    0.663202    0.200440        1.201671           1.208850  3.295429    1.096028    0.740656  0.035748  0.126882  1.833333  0.112466   4.874474       1.052746    0.057254  0.135746  1.666667  0.143164        0.625000        0.843811       0.923659
41    731818     517        838              4      2013        0                   Greece               Costa Rica  2014-06-29 21:00:00.000000      1         1       1    1.166667   0.666667      1.500000  0.381667  0.134445    0.703432    0.240538        1.131532           1.372443  2.857088    0.961262    0.728899  0.068210  0.181005  1.833333  0.130511   4.559814       0.959816    0.063003  0.148880  1.333333  0.167231        0.666667        0.952879       0.909192
42    731818     838        517              4      2013        1               Costa Rica                   Greece  2014-06-29 21:00:00.000000      1         1       1    1.166667   1.166667      1.666667  0.322551  0.108618    0.534395    0.194222        0.775861           1.247820  3.484559    1.041065    0.764668  0.040916  0.169153  1.666667  0.110277   4.750432       1.056307    0.062478  0.192450  2.500000  0.151685        0.833333        0.829907       0.942620
43    741506    1903        454             98      2014        0                FC Dallas            Columbus Crew  2014-06-29 19:00:00.000000      0         0       1    1.000000   1.333333      1.500000  0.443253  0.165510    0.692627    0.216005        1.384693           0.979452  3.303715    1.090398    0.738739  0.051091  0.122650  2.333333  0.135175   4.125275       1.063080    0.043720  0.133252  1.833333  0.156026        0.750000        1.041288       0.943922
44    741506     454       1903             98      2014        1            Columbus Crew                FC Dallas  2014-06-29 19:00:00.000000      0         0       1    1.000000   1.333333      1.333333  0.529283  0.194659    0.486784    0.196002        0.965569           1.000484  4.372682    1.149662    0.786163  0.058495  0.135900  2.166667  0.130934   3.359363       1.119183    0.046066  0.151730  2.000000  0.148670        0.777778        1.033336       1.052101
45    731817     659        366              4      2013        0                   Mexico              Netherlands  2014-06-29 17:00:00.000000      1         2       0    1.666667   1.166667      0.833333  0.507640  0.141456    0.441715    0.170423        0.797203           1.208786  3.914817    1.046734    0.782369  0.046561  0.159861  2.000000  0.127658   3.329323       1.077414    0.057372  0.199830  1.333333  0.138314        1.055556        0.941728       1.052657
46    731817     366        659              4      2013        1              Netherlands                   Mexico  2014-06-29 17:00:00.000000      2         1       3    2.500000   2.500000      1.166667  0.324303  0.117375    0.452094    0.152097        1.759853           0.775590  3.145297    1.061158    0.737389  0.033191  0.152910  3.500000  0.135384   4.353583       1.100129    0.057448  0.222534  2.000000  0.128799        2.000000        1.135791       0.940537
47    741503    1230       1131             98      2014        0                LA Galaxy     San Jose Earthquakes  2014-06-29 03:30:00.000000      1         0       3    1.500000   1.500000      1.000000  0.680189  0.242527    0.497482    0.187102        1.351570           0.803137  4.285484    1.174442    0.779395  0.046237  0.099701  1.000000  0.172761   3.211832       1.136134    0.056953  0.089175  0.833333  0.110643        1.500000        1.727525       1.067641
48    741503    1131       1230             98      2014        1     San Jose Earthquakes                LA Galaxy  2014-06-29 03:30:00.000000      0         1       0    1.666667   1.166667      0.666667  0.402841  0.128012    0.566551    0.244354        1.099991           1.157365  3.779891    1.181963    0.753022  0.035453  0.125741  1.833333  0.122632   3.759977       1.270965    0.063430  0.138049  1.333333  0.166538        1.166667        0.769841       1.014022
49    741508    1899       2079             98      2014        0           Real Salt Lake               Chivas USA  2014-06-29 03:30:00.000000      0         1       0    1.333333   1.500000      1.833333  0.574706  0.167030    0.541776    0.218042        0.937849           1.459721  3.940103    1.151325    0.768563  0.036911  0.118033  2.166667  0.112487   3.374534       1.041214    0.063656  0.158531  1.500000  0.148195        0.972222        0.853808       1.030651
